sample.ID	S	reference
HG01198	0.12700273754951	TRUE
HG01200	0.185908063712534	TRUE
HG01204	0.16161461048871	TRUE
HG01205	0.153856124095991	TRUE
HG01241	0.226118745300319	TRUE
HG01242	0.284118633558524	TRUE
HG01247	0.128912160888458	TRUE
HG01248	0.174822992213171	TRUE
HG01250	0.151845616594836	TRUE
HG01251	0.159855395614524	TRUE
HG01253	0.183215021480305	TRUE
HG01254	0.144598335287671	TRUE
HG01256	0.134552249050332	TRUE
HG01257	0.150846603098635	TRUE
HG01259	0.168901053176516	TRUE
HG01260	0.174252508056109	TRUE
HG01269	0.176533072323921	TRUE
HG01271	0.122949736253237	TRUE
HG01272	0.152187543656557	TRUE
HG01275	0.160874861836337	TRUE
HG01277	0.145419083882561	TRUE
HG01280	0.178591982174343	TRUE
HG01281	0.160790501189401	TRUE
HG01284	0.190613793934308	TRUE
HG01286	0.148470582074231	TRUE
HG01302	0.154196871210951	TRUE
HG01303	0.156031789220956	TRUE
HG01305	0.138500222239317	TRUE
HG01308	0.182971610962375	TRUE
HG01311	0.163010026524178	TRUE
HG01312	0.148493246712793	TRUE
HG01323	0.167463376787671	TRUE
HG01325	0.143991453688226	TRUE
HG01326	0.138432858611803	TRUE
HG01334	0.11137963815405	TRUE
HG01341	0.202487359904462	TRUE
HG01342	0.249442942219099	TRUE
HG01344	0.173890879812048	TRUE
HG01345	0.13487659187594	TRUE
HG01348	0.144481904460397	TRUE
HG01350	0.155275494607122	TRUE
HG01351	0.185711333442706	TRUE
HG01353	0.135271188381523	TRUE
HG01354	0.176120466248404	TRUE
HG01356	0.150982595664584	TRUE
HG01357	0.172962200848141	TRUE
HG01359	0.143358271824233	TRUE
HG01360	0.184224891968942	TRUE
HG01362	0.169658437458023	TRUE
HG01363	0.168700018452964	TRUE
HG01365	0.18049585725793	TRUE
HG01366	0.17413846582312	TRUE
HG01369	0.245592719947431	TRUE
HG01372	0.128573403758188	TRUE
HG01374	0.158888757597584	TRUE
HG01375	0.181174149966043	TRUE
HG01377	0.136202749860238	TRUE
HG01378	0.144692014820138	TRUE
HG01383	0.209052607473213	TRUE
HG01384	0.145353829740091	TRUE
HG01389	0.174714355191102	TRUE
HG01390	0.184606112752615	TRUE
HG01392	0.185565426031954	TRUE
HG01393	0.169573527118098	TRUE
HG01395	0.167365309617231	TRUE
HG01396	0.160495358884573	TRUE
HG01398	0.142661786704901	TRUE
HG01402	0.165004903592602	TRUE
HG01403	0.139492052188127	TRUE
HG01405	0.191605036836887	TRUE
HG01412	0.139894685392633	TRUE
HG01413	0.176592286451857	TRUE
HG01414	0.143971231578215	TRUE
HG01431	0.15278348285578	TRUE
HG01432	0.127473469004736	TRUE
HG01435	0.167041111312185	TRUE
HG01437	0.150660498434025	TRUE
HG01438	0.204917986539385	TRUE
HG01440	0.196742906203385	TRUE
HG01441	0.171051822346552	TRUE
HG01443	0.221198590660783	TRUE
HG01444	0.159481137781727	TRUE
HG01447	0.136129266041458	TRUE
HG01455	0.152313765040535	TRUE
HG01456	0.150519308117001	TRUE
HG01459	0.195490707698058	TRUE
