sample.ID	S	reference
HG02085	0.100627575486614	TRUE
HG02086	0.0878860188863273	TRUE
HG02087	0.104065727990405	TRUE
HG02088	0.0961133862692098	TRUE
HG02089	0.117302237856481	TRUE
HG02090	0.168011905695209	TRUE
HG02095	0.183671892819475	TRUE
HG02102	0.117824930852197	TRUE
HG02104	0.12569843184791	TRUE
HG02105	0.123033711912768	TRUE
HG02107	0.182888120924831	TRUE
HG02108	0.184744184948984	TRUE
HG02111	0.181261921649157	TRUE
HG02113	0.0967535208342585	TRUE
HG02116	0.100398276061215	TRUE
HG02121	0.119811486335737	TRUE
HG02122	0.111401158098506	TRUE
HG02127	0.0950527015294367	TRUE
HG02128	0.106578681891552	TRUE
HG02130	0.0980636473386196	TRUE
HG02131	0.124915171924604	TRUE
HG02133	0.0966403155754061	TRUE
HG02134	0.0930262086210173	TRUE
HG02136	0.109258970049753	TRUE
HG02137	0.0998662520602849	TRUE
HG02138	0.0941037795600909	TRUE
HG02139	0.0891530169601733	TRUE
HG02140	0.0978223391595976	TRUE
HG02141	0.112553216976437	TRUE
HG02142	0.131606726713894	TRUE
HG02143	0.203245364775812	TRUE
HG02144	0.182711754559079	TRUE
HG02146	0.117223389201622	TRUE
HG02147	0.133946173944607	TRUE
HG02150	0.135111164867016	TRUE
HG02151	0.100874750478476	TRUE
HG02152	0.119932538322451	TRUE
HG02153	0.107184169599221	TRUE
HG02154	0.102118084585259	TRUE
HG02155	0.101526111673535	TRUE
HG02156	0.114967248681212	TRUE
HG02164	0.121687701954087	TRUE
HG02165	0.105420235698383	TRUE
HG02166	0.0921050519910607	TRUE
HG02178	0.0977958422886951	TRUE
HG02180	0.106338311229889	TRUE
HG02181	0.106253914743197	TRUE
HG02182	0.0995351774499823	TRUE
HG02184	0.0971713898057257	TRUE
HG02185	0.109077423264911	TRUE
HG02186	0.0982509257137266	TRUE
HG02187	0.123630075457736	TRUE
HG02188	0.101601223068187	TRUE
HG02190	0.105208345097755	TRUE
HG02215	0.163525553864326	TRUE
HG02219	0.116959608953522	TRUE
HG02220	0.141589850867408	TRUE
HG02221	0.143959637610426	TRUE
HG02223	0.137521018350214	TRUE
HG02224	0.13128353197507	TRUE
HG02230	0.122581896030185	TRUE
HG02231	0.158692139788505	TRUE
HG02232	0.111910851863748	TRUE
HG02233	0.157757256658847	TRUE
HG02235	0.127141452192734	TRUE
HG02236	0.128033926485556	TRUE
HG02238	0.142719939328093	TRUE
HG02239	0.124359078183756	TRUE
HG02250	0.0994293735430154	TRUE
HG02252	0.144696873279611	TRUE
HG02253	0.179241798136105	TRUE
HG02255	0.182412189504307	TRUE
HG02256	0.173016020205935	TRUE
HG02259	0.11817013446607	TRUE
HG02260	0.152726543807349	TRUE
HG02262	0.127271545985257	TRUE
HG02265	0.107036656977704	TRUE
HG02266	0.15387674222951	TRUE
HG02271	0.132890753680161	TRUE
HG02272	0.130933476296097	TRUE
HG02274	0.169849764188282	TRUE
HG02275	0.115246130037938	TRUE
HG02277	0.146843351734417	TRUE
HG02278	0.125722628445567	TRUE
HG02281	0.173410231354539	TRUE
HG02282	0.197629750846432	TRUE
HG02283	0.166573202790551	TRUE
HG02284	0.16763427285867	TRUE
HG02285	0.123943477477709	TRUE
HG02286	0.151820810518738	TRUE
HG02291	0.133814214346792	TRUE
HG02292	0.142146957014649	TRUE
HG02298	0.133265065745642	TRUE
HG02299	0.142999333209313	TRUE
HG02301	0.123290139785372	TRUE
HG02304	0.137378572641945	TRUE
HG02307	0.153669994492616	TRUE
HG02308	0.179059541071556	TRUE
HG02309	0.184886153984318	TRUE
HG02312	0.134832563100413	TRUE
HG02314	0.171754363271927	TRUE
HG02315	0.157561301487383	TRUE
HG02317	0.171302161848966	TRUE
HG02318	0.168117181276132	TRUE
HG02322	0.191016937740034	TRUE
HG02323	0.167388134595516	TRUE
HG02325	0.155469554567673	TRUE
HG02330	0.191693449648649	TRUE
HG02332	0.139886185433394	TRUE
HG02334	0.172188257800229	TRUE
HG02337	0.189398797558404	TRUE
HG02339	0.304934540057613	TRUE
HG02343	0.177122455993602	TRUE
HG02345	0.181343332532594	TRUE
HG02348	0.116398550525321	TRUE
HG02351	0.124473948531427	TRUE
HG02355	0.09420570193201	TRUE
HG02360	0.0997330540411443	TRUE
HG02364	0.0999175732057156	TRUE
HG02367	0.106620062879544	TRUE
HG02371	0.0974751508581925	TRUE
HG02373	0.0792635985550127	TRUE
HG02374	0.104082609915764	TRUE
HG02375	0.12787997872447	TRUE
HG02380	0.101301326154172	TRUE
HG02382	0.0977640141021734	TRUE
HG02383	0.109259723282692	TRUE
HG02384	0.123862201164882	TRUE
HG02385	0.0904682223706784	TRUE
HG02386	0.0907001284174391	TRUE
HG02389	0.0808734331023423	TRUE
HG02390	0.109174199108678	TRUE
HG02391	0.108520130244322	TRUE
HG02392	0.0996446508378317	TRUE
HG02394	0.100203746648596	TRUE
HG02395	0.093190035563398	TRUE
HG02396	0.113579400975619	TRUE
HG02397	0.0886164707902836	TRUE
HG02398	0.112141702245665	TRUE
HG02399	0.0925157899629458	TRUE
HG02401	0.0990563536401082	TRUE
HG02402	0.103670660948732	TRUE
HG02406	0.0884458324942434	TRUE
HG02407	0.112144687422521	TRUE
HG02408	0.106072262491811	TRUE
HG02409	0.0943092807229185	TRUE
HG02410	0.0994279600914079	TRUE
HG02419	0.190151843082629	TRUE
HG02420	0.193182996907032	TRUE
HG02425	0.180892332760408	TRUE
HG02427	0.18446219746188	TRUE
HG02429	0.193944365314414	TRUE
HG02433	0.183588709651066	TRUE
HG02439	0.216094338313104	TRUE
HG02442	0.171205755077132	TRUE
HG02445	0.153184691855872	TRUE
HG02449	0.169836908575986	TRUE
HG02450	0.180280295901614	TRUE
HG02455	0.276922190163147	TRUE
HG02461	0.181714366057284	TRUE
HG02462	0.170876643337517	TRUE
HG02464	0.216682819717738	TRUE
HG02465	0.192035526148418	TRUE
HG02470	0.166322330658578	TRUE
HG02471	0.196410235558537	TRUE
HG02476	0.16463807730366	TRUE
HG02477	0.17056203928623	TRUE
HG02481	0.17491550342314	TRUE
HG02484	0.230431084730502	TRUE
HG02485	0.22177889368542	TRUE
HG02489	0.172471258281168	TRUE
HG02490	0.14643643120467	TRUE
HG02491	0.328635741074665	TRUE
HG02493	0.174905706332976	TRUE
HG02494	0.143753078611411	TRUE
HG02496	0.195213540942593	TRUE
HG02497	0.167716978650658	TRUE
HG02501	0.166838624490146	TRUE
HG02502	0.241613733939085	TRUE
HG02505	0.228708283714052	TRUE
HG02508	0.210358604574269	TRUE
HG02511	0.156760225159236	TRUE
HG02512	0.0935222876380672	TRUE
HG02513	0.106044716719955	TRUE
HG02521	0.0965902112133132	TRUE
HG02522	0.101029315360997	TRUE
HG02536	0.194447056632248	TRUE
HG02537	0.192653817335437	TRUE
HG02541	0.187735813120986	TRUE
HG02545	0.251833815302744	TRUE
HG02546	0.166766718265788	TRUE
HG02549	0.228712744239438	TRUE
HG02554	0.165461108306186	TRUE
HG02555	0.146606499597994	TRUE
HG02557	0.158628111338074	TRUE
HG02558	0.191821408911557	TRUE
HG02561	0.194001448266232	TRUE
HG02562	0.261188542566352	TRUE
HG02568	0.167147449134195	TRUE
HG02570	0.185926659062999	TRUE
HG02571	0.184768975467529	TRUE
HG02573	0.20255585482526	TRUE
HG02574	0.160132707202441	TRUE
HG02577	0.203894808818303	TRUE
HG02580	0.175053395697406	TRUE
HG02582	0.168182353506899	TRUE
HG02583	0.16972846141977	TRUE
HG02585	0.188945242256167	TRUE
HG02586	0.184211185044313	TRUE
HG02588	0.179774188222981	TRUE
HG02589	0.16294236627189	TRUE
HG02594	0.197563671868996	TRUE
HG02595	0.158997437297267	TRUE
HG02597	0.13485590273335	TRUE
HG02600	0.128100515705523	TRUE
HG02601	0.125720762397583	TRUE
HG02603	0.134431805220422	TRUE
HG02604	0.13158501637476	TRUE
HG02611	0.30942847329655	TRUE
HG02613	0.15299725993222	TRUE
HG02614	0.198547614837891	TRUE
HG02620	0.177147130601223	TRUE
HG02621	0.182353176611519	TRUE
HG02623	0.199096950014427	TRUE
HG02628	0.202148515361735	TRUE
HG02629	0.159250800200175	TRUE
HG02634	0.157489115879537	TRUE
HG02635	0.188799780643466	TRUE
HG02642	0.192556931562575	TRUE
HG02643	0.207566196108537	TRUE
HG02645	0.210660939037418	TRUE
HG02646	0.17673517283174	TRUE
HG02648	0.183137903561131	TRUE
HG02649	0.165898303595323	TRUE
HG02651	0.125103512395402	TRUE
HG02652	0.14305440663457	TRUE
HG02654	0.1322705466356	TRUE
HG02655	0.164129119984411	TRUE
HG02657	0.155799208241269	TRUE
HG02658	0.163546318196558	TRUE
HG02660	0.144021384758858	TRUE
HG02661	0.134211043201926	TRUE
HG02666	0.206696929581077	TRUE
HG02667	0.179961146803169	TRUE
HG02675	0.144988256181224	TRUE
HG02676	0.198944034124105	TRUE
HG02678	0.238420692505684	TRUE
HG02679	0.137070571273228	TRUE
HG02684	0.22822869534434	TRUE
HG02685	0.175033112347475	TRUE
HG02687	0.112220992697578	TRUE
HG02688	0.131552675485258	TRUE
HG02690	0.301143770899817	TRUE
HG02691	0.197965060167688	TRUE
HG02694	0.201958013149604	TRUE
HG02696	0.123540356739385	TRUE
HG02697	0.139864597905322	TRUE
HG02699	0.143216084129874	TRUE
HG02700	0.142157139848165	TRUE
HG02702	0.160549873947871	TRUE
HG02703	0.222054138944701	TRUE
HG02715	0.191756900798616	TRUE
HG02716	0.167298340224913	TRUE
HG02721	0.16373679711495	TRUE
HG02722	0.194125794984325	TRUE
HG02724	0.122350591965255	TRUE
HG02725	0.191664717987227	TRUE
HG02727	0.11063355418624	TRUE
HG02728	0.126416831638885	TRUE
HG02731	0.255108050511348	TRUE
HG02733	0.121690896937911	TRUE
HG02734	0.12400018337042	TRUE
HG02736	0.141631450062377	TRUE
HG02737	0.133754048615435	TRUE
HG02756	0.166259542269323	TRUE
HG02757	0.182144120518812	TRUE
HG02759	0.319582639726889	TRUE
HG02760	0.200524960852627	TRUE
HG02763	0.253390317193107	TRUE
HG02768	0.190349695996683	TRUE
HG02769	0.161711040735048	TRUE
HG02771	0.20470203981756	TRUE
HG02772	0.179226362847295	TRUE
HG02774	0.269029179831653	TRUE
HG02775	0.111537370968968	TRUE
HG02778	0.125691114254612	TRUE
HG02780	0.126467051786075	TRUE
HG02783	0.11901065759874	TRUE
HG02784	0.138632543102452	TRUE
HG02786	0.182013653088665	TRUE
HG02787	0.126688502465768	TRUE
HG02789	0.161473655027193	TRUE
HG02790	0.13420012300465	TRUE
HG02792	0.140903687532433	TRUE
HG02793	0.156921904313705	TRUE
HG02798	0.163998148640988	TRUE
HG02799	0.166531913490473	TRUE
HG02804	0.198851900811906	TRUE
HG02805	0.247714708098967	TRUE
HG02807	0.185326959622672	TRUE
HG02808	0.170420129484836	TRUE
HG02810	0.164855743782008	TRUE
HG02811	0.139837283667591	TRUE
HG02813	0.195578395662715	TRUE
HG02814	0.203612349844282	TRUE
HG02816	0.173030362326276	TRUE
HG02817	0.174619646448163	TRUE
HG02819	0.161211209617989	TRUE
HG02820	0.160902763166223	TRUE
HG02836	0.203799628044664	TRUE
HG02837	0.208096399343437	TRUE
HG02839	0.208267291633373	TRUE
HG02840	0.18818067204948	TRUE
HG02851	0.237306354423515	TRUE
HG02852	0.194126652325378	TRUE
HG02854	0.194588221815412	TRUE
HG02855	0.194908736059185	TRUE
HG02860	0.216074966671551	TRUE
HG02861	0.211753123473614	TRUE
HG02870	0.183927757085065	TRUE
HG02878	0.296309564383853	TRUE
HG02879	0.203835769134659	TRUE
HG02881	0.184803623629765	TRUE
HG02882	0.176554628339978	TRUE
HG02884	0.159948953105662	TRUE
HG02885	0.173629955856406	TRUE
HG02887	0.200126675257463	TRUE
HG02888	0.166006745935886	TRUE
HG02890	0.194933642149291	TRUE
HG02891	0.17055025390228	TRUE
HG02895	0.439727094874343	TRUE
HG02896	0.485825808013593	TRUE
HG02922	0.190167963833325	TRUE
HG02923	0.181878397269567	TRUE
HG02938	0.199006155708435	TRUE
HG02941	0.193922050975003	TRUE
HG02943	0.194728891989996	TRUE
HG02944	0.197387645587512	TRUE
HG02946	0.171086863159492	TRUE
HG02947	0.197388253948772	TRUE
HG02952	0.18735885420401	TRUE
HG02953	0.21826480866601	TRUE
HG02968	0.175485444398238	TRUE
HG02970	0.151484291637292	TRUE
HG02971	0.188473588222079	TRUE
HG02973	0.178998764029371	TRUE
HG02974	0.23496791121498	TRUE
HG02976	0.189010407669025	TRUE
HG02977	0.168183353568068	TRUE
HG02979	0.182518009486628	TRUE
HG02981	0.185406870746157	TRUE
HG02982	0.182019063592816	TRUE
HG02983	0.208276699373283	TRUE
HG03006	0.125592380212028	TRUE
HG03007	0.153539293489562	TRUE
HG03009	0.109834006174864	TRUE
HG03012	0.119617101457914	TRUE
HG03015	0.144250098061787	TRUE
HG03016	0.145591183691217	TRUE
HG03018	0.122761385060275	TRUE
HG03019	0.132885500442321	TRUE
HG03021	0.121916815102928	TRUE
HG03022	0.133308862943978	TRUE
HG03024	0.173506494739868	TRUE
HG03025	0.210185760996484	TRUE
HG03027	0.175485063472695	TRUE
HG03028	0.178365860381773	TRUE
HG03039	0.176708415467303	TRUE
HG03040	0.299207802343141	TRUE
HG03045	0.194269422501072	TRUE
HG03046	0.178587807279068	TRUE
HG03048	0.177388340519697	TRUE
HG03049	0.194792111142401	TRUE
HG03052	0.193969377698501	TRUE
HG03054	0.169279743865803	TRUE
HG03055	0.140918276927672	TRUE
HG03057	0.16595225232925	TRUE
HG03058	0.16943056959011	TRUE
HG03060	0.222193856848538	TRUE
HG03061	0.171696125531028	TRUE
HG03063	0.181341855201694	TRUE
HG03064	0.181418870733994	TRUE
HG03066	0.180707919515457	TRUE
HG03069	0.191006558801949	TRUE
HG03072	0.210419866101825	TRUE
HG03074	0.283866429753499	TRUE
HG03077	0.170776967643142	TRUE
HG03078	0.166882502862273	TRUE
HG03079	0.179856342157112	TRUE
HG03081	0.202111272117244	TRUE
HG03082	0.209753578847911	TRUE
HG03084	0.204010010288637	TRUE
HG03085	0.173636366788505	TRUE
HG03086	0.172836660315713	TRUE
HG03088	0.225598469832507	TRUE
HG03091	0.161341954866891	TRUE
HG03095	0.162014100356036	TRUE
HG03096	0.158506430329855	TRUE
HG03099	0.190430953780722	TRUE
HG03100	0.233805409455042	TRUE
HG03103	0.22355868800972	TRUE
HG03105	0.205556190055566	TRUE
HG03108	0.171490099736892	TRUE
HG03109	0.271664889520053	TRUE
HG03111	0.177060386951381	TRUE
HG03112	0.175355229139383	TRUE
HG03114	0.183213440408715	TRUE
HG03115	0.163028692398501	TRUE
HG03117	0.169998901582348	TRUE
HG03118	0.186547865052648	TRUE
HG03120	0.172639042361399	TRUE
HG03121	0.22498601799289	TRUE
HG03123	0.181345741540843	TRUE
HG03124	0.203449048331956	TRUE
HG03126	0.165301044007799	TRUE
HG03127	0.167715887805295	TRUE
HG03129	0.158936983391388	TRUE
HG03130	0.222780661912457	TRUE
HG03132	0.157952466380577	TRUE
HG03133	0.21239307078068	TRUE
HG03135	0.162549689730854	TRUE
HG03136	0.179297859500529	TRUE
HG03139	0.179269795318698	TRUE
HG03157	0.168068617353756	TRUE
HG03159	0.177271691327609	TRUE
HG03160	0.196195191834546	TRUE
HG03162	0.155967644595405	TRUE
HG03163	0.18198001728631	TRUE
HG03166	0.214295786413404	TRUE
HG03168	0.166661534168232	TRUE
HG03169	0.153410631729334	TRUE
HG03172	0.164577317098278	TRUE
HG03175	0.163238918732889	TRUE
HG03189	0.180768133390835	TRUE
HG03190	0.193906974697287	TRUE
HG03193	0.179298324404735	TRUE
HG03195	0.175677810612936	TRUE
HG03196	0.183549931392314	TRUE
HG03198	0.18900153071476	TRUE
HG03199	0.179592257197077	TRUE
HG03202	0.164311997916248	TRUE
HG03209	0.161364442174975	TRUE
HG03212	0.191619878806335	TRUE
HG03224	0.174002312358911	TRUE
HG03225	0.177467797837035	TRUE
HG03228	0.12034990710948	TRUE
HG03229	0.15542386011478	TRUE
HG03234	0.13294095604693	TRUE
HG03235	0.134877637663555	TRUE
HG03237	0.154047335807414	TRUE
HG03238	0.125754010764596	TRUE
HG03240	0.220016461277559	TRUE
HG03241	0.211227213343152	TRUE
HG03246	0.20550442449128	TRUE
HG03247	0.210837330839848	TRUE
HG03258	0.167344685578541	TRUE
HG03259	0.516915071280884	FALSE
HG03265	0.190839496429862	TRUE
HG03267	0.154587188212667	TRUE
HG03268	0.207775684088938	TRUE
HG03270	0.146333088418166	TRUE
HG03271	0.239943614271131	TRUE
HG03279	0.167871740860556	TRUE
HG03280	0.222809158117012	TRUE
HG03291	0.189007703866467	TRUE
HG03294	0.176950857536355	TRUE
HG03295	0.17191249652863	TRUE
HG03297	0.202325193243799	TRUE
HG03298	0.211299529814524	TRUE
HG03300	0.246865662061436	TRUE
HG03303	0.163196013786485	TRUE
HG03304	0.199920682218883	TRUE
HG03311	0.203579351621415	TRUE
HG03313	0.177795877872856	TRUE
HG03342	0.202418019666544	TRUE
HG03351	0.184296284254861	TRUE
HG03354	0.177997350191355	TRUE
HG03363	0.20285656199654	TRUE
HG03367	0.15799067536118	TRUE
HG03369	0.191199157089546	TRUE
HG03370	0.180130687748881	TRUE
HG03376	0.206900301050656	TRUE
HG03378	0.152442489796189	TRUE
HG03380	0.288041057846771	TRUE
HG03382	0.169714973025753	TRUE
HG03385	0.181789535642226	TRUE
HG03388	0.206092328634773	TRUE
HG03391	0.251082573959259	TRUE
HG03394	0.196500541967894	TRUE
HG03397	0.155994976547792	TRUE
HG03401	0.165595239624523	TRUE
HG03410	0.17077913172702	TRUE
HG03419	0.152720877507343	TRUE
HG03432	0.215566444925175	TRUE
HG03433	0.17296718657939	TRUE
HG03436	0.24845327210363	TRUE
HG03437	0.203225730180311	TRUE
HG03439	0.239739664584852	TRUE
HG03442	0.179202698809882	TRUE
HG03445	0.171944317332572	TRUE
HG03446	0.15068328198229	TRUE
HG03449	0.160223719393779	TRUE
HG03451	0.22039119565348	TRUE
HG03452	0.172648173871475	TRUE
HG03455	0.144318892504814	TRUE
HG03458	0.265728676766702	TRUE
HG03460	0.173734862481319	TRUE
HG03461	0.237072244626458	TRUE
HG03470	0.185396690750741	TRUE
HG03472	0.232570799393011	TRUE
HG03473	0.166465953060864	TRUE
HG03476	0.203593340643015	TRUE
HG03479	0.169602933079758	TRUE
HG03485	0.188689610935984	TRUE
HG03488	0.136487469889481	TRUE
HG03490	0.133928340559754	TRUE
HG03491	0.227798404768077	TRUE
HG03499	0.1852877838118	TRUE
HG03511	0.188700136024818	TRUE
HG03514	0.178589591818036	TRUE
HG03515	0.204275443150219	TRUE
HG03517	0.177824839645924	TRUE
HG03518	0.166611004773695	TRUE
HG03520	0.172090357310638	TRUE
HG03521	0.157348571602491	TRUE
HG03538	0.17236247868904	TRUE
HG03539	0.188596867106499	TRUE
HG03547	0.191661827968483	TRUE
HG03548	0.194858225162662	TRUE
HG03556	0.221120212095059	TRUE
HG03557	0.269183386203592	TRUE
HG03558	0.210809343452597	TRUE
HG03559	0.155306125972856	TRUE
HG03563	0.181941393382773	TRUE
HG03565	0.169416416674058	TRUE
HG03567	0.23047936500558	TRUE
HG03571	0.189562079685145	TRUE
HG03572	0.15814813761801	TRUE
HG03575	0.180840026624336	TRUE
HG03577	0.18359758612732	TRUE
HG03578	0.175421287820621	TRUE
HG03583	0.291745620693827	TRUE
HG03585	0.128665317265878	TRUE
HG03589	0.119610648179434	TRUE
HG03593	0.12054530009698	TRUE
HG03594	0.120950914518454	TRUE
HG03595	0.127907115946318	TRUE
HG03598	0.137950439342031	TRUE
HG03600	0.117628463603406	TRUE
HG03603	0.118268877213268	TRUE
HG03604	0.120423957930634	TRUE
HG03607	0.120494702878348	TRUE
HG03611	0.135513513516172	TRUE
HG03615	0.118894323366742	TRUE
HG03616	0.110638168419535	TRUE
HG03619	0.148750428366288	TRUE
HG03624	0.125284888305622	TRUE
HG03625	0.211166438154509	TRUE
HG03629	0.113121663404679	TRUE
HG03631	0.1237614560399	TRUE
HG03634	0.130987743726552	TRUE
HG03636	0.135521576229684	TRUE
HG03640	0.147514095125819	TRUE
HG03642	0.126361460912427	TRUE
HG03643	0.130333643011274	TRUE
HG03644	0.114561234417972	TRUE
HG03645	0.106039873337231	TRUE
HG03646	0.135946242513266	TRUE
HG03649	0.126349251612511	TRUE
HG03652	0.133314499923049	TRUE
HG03653	0.126427311348482	TRUE
HG03660	0.134876858485701	TRUE
HG03663	0.14353285179875	TRUE
HG03667	0.121511749653362	TRUE
HG03668	0.131766990104359	TRUE
HG03672	0.143254359208712	TRUE
HG03673	0.107272996010418	TRUE
HG03679	0.113559465029055	TRUE
HG03680	0.127279487148307	TRUE
HG03681	0.146250201432231	TRUE
HG03684	0.118653342591253	TRUE
HG03685	0.104576733466617	TRUE
HG03686	0.123812007196688	TRUE
HG03687	0.146580681215266	TRUE
HG03689	0.125893786854908	TRUE
HG03690	0.125010639712882	TRUE
HG03691	0.105182169257047	TRUE
HG03692	0.171892289882652	TRUE
HG03693	0.113501251442455	TRUE
HG03694	0.195029872351173	TRUE
HG03695	0.118727330299249	TRUE
HG03696	0.152028042184233	TRUE
HG03697	0.135971115028551	TRUE
HG03698	0.11632550783035	TRUE
HG03702	0.147394284072908	TRUE
HG03703	0.134868897717917	TRUE
HG03705	0.138690326838367	TRUE
HG03706	0.111688206598803	TRUE
HG03708	0.134592888275286	TRUE
HG03709	0.142312474769498	TRUE
HG03711	0.144847814848025	TRUE
HG03713	0.158258292257361	TRUE
HG03714	0.124809304272661	TRUE
HG03716	0.145793287647999	TRUE
HG03717	0.120271762802365	TRUE
HG03718	0.141401625304588	TRUE
HG03720	0.133936998031387	TRUE
HG03722	0.152807615819407	TRUE
HG03727	0.124702193230211	TRUE
HG03729	0.114428511898963	TRUE
HG03730	0.131962562548724	TRUE
HG03731	0.119155700689123	TRUE
HG03733	0.167033337202166	TRUE
HG03736	0.0995164095483982	TRUE
HG03738	0.14221566079747	TRUE
HG03740	0.121980749946861	TRUE
HG03741	0.118681436589124	TRUE
HG03742	0.11483143818629	TRUE
HG03743	0.145585149995049	TRUE
HG03744	0.125445235993869	TRUE
HG03745	0.139271552210946	TRUE
HG03746	0.156588168546551	TRUE
HG03750	0.109748911004048	TRUE
HG03752	0.126940622798752	TRUE
HG03753	0.121735537945388	TRUE
HG03755	0.157467823475793	TRUE
HG03756	0.126771303572832	TRUE
HG03757	0.120538147514178	TRUE
HG03760	0.10633369400268	TRUE
HG03762	0.121552761994814	TRUE
HG03765	0.125763582149031	TRUE
HG03767	0.126374618641185	TRUE
HG03770	0.128406557144111	TRUE
HG03771	0.14189509989571	TRUE
HG03772	0.123390356707852	TRUE
HG03773	0.126281955460692	TRUE
HG03774	0.124941214326435	TRUE
HG03775	0.130199532183584	TRUE
HG03777	0.171166072972891	TRUE
HG03778	0.118089787007558	TRUE
HG03779	0.13841595964623	TRUE
HG03780	0.123684294463709	TRUE
HG03781	0.1195253418041	TRUE
HG03782	0.120232911738558	TRUE
HG03784	0.134381448926242	TRUE
HG03785	0.117553518277265	TRUE
HG03786	0.13241487737845	TRUE
HG03787	0.140929574360655	TRUE
HG03788	0.126280278024767	TRUE
HG03789	0.143519037766059	TRUE
HG03790	0.121271747742976	TRUE
HG03792	0.136615517409692	TRUE
HG03793	0.111314874546103	TRUE
HG03796	0.106818484122782	TRUE
HG03800	0.13590954896489	TRUE
HG03802	0.1117781715223	TRUE
HG03803	0.13413441122122	TRUE
HG03805	0.112424560520632	TRUE
HG03808	0.103550787698839	TRUE
HG03809	0.115517131249149	TRUE
HG03812	0.111941341824958	TRUE
HG03814	0.105572367831438	TRUE
HG03815	0.119596730312712	TRUE
HG03817	0.142185371251779	TRUE
HG03821	0.136632236762551	TRUE
HG03823	0.133535626450658	TRUE
HG03824	0.110275767919009	TRUE
HG03826	0.129700387628446	TRUE
HG03829	0.13204267576723	TRUE
HG03830	0.133536938255356	TRUE
HG03832	0.124376822540643	TRUE
HG03833	0.107822241836671	TRUE
HG03836	0.166699139239387	TRUE
HG03837	0.136420920745567	TRUE
HG03838	0.11137619640489	TRUE
HG03844	0.141797025956245	TRUE
HG03846	0.11584790062452	TRUE
HG03848	0.128401327178339	TRUE
HG03849	0.125059222713896	TRUE
HG03850	0.139772415313888	TRUE
HG03851	0.14225603869236	TRUE
HG03854	0.104309480218415	TRUE
HG03856	0.141385068371897	TRUE
HG03857	0.116095068327272	TRUE
HG03858	0.14215850847265	TRUE
HG03861	0.154882553743238	TRUE
HG03862	0.127506903638017	TRUE
HG03863	0.137640897996367	TRUE
HG03864	0.124592548916992	TRUE
HG03867	0.125536323001628	TRUE
HG03868	0.125631611383233	TRUE
HG03869	0.10193875444878	TRUE
HG03870	0.108431039256868	TRUE
HG03871	0.138708071072732	TRUE
HG03872	0.135014060884443	TRUE
HG03874	0.117200594435928	TRUE
HG03875	0.133659973216263	TRUE
HG03882	0.13292360511826	TRUE
HG03884	0.129522036301592	TRUE
HG03885	0.115373017991696	TRUE
HG03886	0.128002693347751	TRUE
HG03887	0.105791538453195	TRUE
HG03888	0.1290910105721	TRUE
HG03890	0.127819396397794	TRUE
HG03894	0.138804345642063	TRUE
HG03895	0.175487330634191	TRUE
HG03896	0.160378765648175	TRUE
HG03897	0.134373382674348	TRUE
HG03898	0.190284944069948	TRUE
HG03900	0.114229459839069	TRUE
HG03902	0.122551696814644	TRUE
HG03905	0.105545962930589	TRUE
HG03907	0.110894499309885	TRUE
HG03908	0.109487866438306	TRUE
HG03910	0.102779971776286	TRUE
HG03911	0.100984176639434	TRUE
HG03913	0.125728710072318	TRUE
HG03914	0.117264182187711	TRUE
HG03916	0.134017744308048	TRUE
HG03917	0.0964060197965958	TRUE
HG03919	0.113973070597615	TRUE
HG03920	0.121755710155647	TRUE
HG03922	0.120124037224342	TRUE
HG03925	0.112355062471805	TRUE
HG03926	0.100024882470624	TRUE
HG03928	0.119772508475161	TRUE
HG03931	0.118725230145235	TRUE
HG03934	0.114692107368058	TRUE
HG03937	0.129707635422244	TRUE
HG03940	0.12504720571904	TRUE
HG03941	0.120125412958144	TRUE
HG03943	0.108626843689088	TRUE
HG03944	0.140468035112344	TRUE
HG03945	0.134878671459411	TRUE
HG03947	0.121737226442403	TRUE
HG03949	0.118854002792353	TRUE
HG03950	0.101267097147857	TRUE
HG03951	0.128523333959613	TRUE
HG03953	0.116501224972671	TRUE
HG03955	0.165339911365157	TRUE
HG03960	0.110205906693467	TRUE
HG03963	0.129237891862657	TRUE
HG03965	0.155223916148262	TRUE
HG03967	0.150631115664874	TRUE
HG03968	0.118575553275541	TRUE
HG03969	0.125581429763482	TRUE
HG03971	0.128192039094599	TRUE
HG03973	0.115649953846635	TRUE
HG03974	0.136980823453745	TRUE
HG03976	0.120965075678043	TRUE
HG03977	0.117089367884346	TRUE
HG03978	0.132169733287093	TRUE
HG03985	0.125637068610172	TRUE
HG03986	0.130882133924513	TRUE
HG03989	0.115929244301689	TRUE
HG03990	0.1332315496849	TRUE
HG03991	0.159993867335742	TRUE
HG03995	0.120669766182067	TRUE
HG03999	0.132354549845592	TRUE
HG04001	0.131830488938976	TRUE
HG04002	0.110787318050107	TRUE
HG04003	0.155581580798462	TRUE
HG04006	0.112583073555449	TRUE
HG04014	0.148621635519118	TRUE
HG04015	0.108165320963735	TRUE
HG04017	0.111825065767249	TRUE
HG04018	0.127597691495899	TRUE
HG04019	0.125806099914617	TRUE
HG04020	0.142553378610862	TRUE
HG04022	0.125888378115681	TRUE
HG04023	0.155358650884823	TRUE
HG04025	0.126231973363353	TRUE
HG04026	0.118917834460972	TRUE
HG04029	0.156502184985882	TRUE
HG04033	0.12790565622769	TRUE
