"rank","expected","before","after"
99804,9.58194619932815,13.4396038919969,9.66425187502589
99805,9.59131389320124,13.4589808776044,9.67818562418948
99806,9.60073029057019,13.4717191031213,9.68734552360509
99807,9.61019589592935,13.4774148599345,9.69144127143395
99808,9.61971122163731,13.4872029280892,9.69847974941127
99809,9.62927678808025,13.5246203542284,9.72538615481057
99810,9.63889312384108,13.5253923266521,9.72594127057165
99811,9.64856076587205,13.5265689252637,9.72678734798803
99812,9.65828025967188,13.5286392838451,9.72827611707405
99813,9.66805215946874,13.5366105817947,9.73400817821024
99814,9.67787702840642,13.5618741744697,9.75217491324516
99815,9.68775543873724,13.572705718587,9.75996374179886
99816,9.69768797201902,13.5890362822896,9.77170684688971
99817,9.70767521931745,13.5895600668144,9.7720834938219
99818,9.71771778141505,13.5951034944817,9.77606970365806
99819,9.72781626902431,13.601140108311,9.78041055752455
99820,9.73797130300841,13.6085270577355,9.78572242090979
99821,9.7481835146063,13.6323899363097,9.80288191986959
99822,9.75845354566588,13.6422973407649,9.81000621109508
99823,9.76878204888243,13.6433744741524,9.8107807643069
99824,9.77916968804392,13.6516027694811,9.81669762905961
99825,9.78961713828441,13.6629077568098,9.82482690473367
99826,9.80012508634293,13.6788702491444,9.83630533428524
99827,9.81069423083161,13.6991066522266,9.85085707985765
99828,9.82132528251036,13.7099689385607,9.85866801475687
99829,9.83201896456956,13.7466043775961,9.88501210296331
99830,9.84277601292223,13.747000522744,9.88529696600829
99831,9.85359717650297,13.7633033359332,9.89702011605036
99832,9.86448321757763,13.8152851985467,9.93439962643378
99833,9.8754349120609,13.8206091142957,9.93822798798176
99834,9.88645304984356,13.8341784918659,9.94798555849347
99835,9.89753843513067,13.8417633708377,9.95343975055255
99836,9.90869188678831,13.8584728542905,9.96545533211935
99837,9.91991423870266,13.8789040374524,9.98014714162268
99838,9.93120634014896,13.9011087272639,9.99611425768276
99839,9.94256905617179,13.9448632213993,10.0275775698002
99840,9.95400326797848,13.9801120687446,10.0529245771813
99841,9.96550987334292,14.0046980992711,10.0706040857088
99842,9.97708978702417,14.0261392858187,10.0860221760752
99843,9.98874394119618,14.0487975312782,10.1023154383563
99844,10.0004732858933,14.0769141514048,10.1225337499198
99845,10.0122787894685,14.0834557635438,10.127237741785
99846,10.0241614390669,14.1062702905522,10.1436433841827
99847,10.0361222411155,14.1149598409382,10.1498919317058
99848,10.0481622218273,14.1164201459399,10.150942018856
99849,10.0602824277236,14.1389919913747,10.1671731519549
99850,10.072483926173,14.15070529541,10.1755960430903
99851,10.0847678059475,14.1507634994799,10.1756378969125
99852,10.0971351777995,14.1830171728186,10.1988311119465
99853,10.1095871750557,14.185389859009,10.2005372810531
99854,10.1221249542333,14.1940498057411,10.2067645409572
99855,10.1347496956763,14.2065057269701,10.2157214388732
99856,10.1474626042136,14.220104634266,10.2255002438432
99857,10.1602649098415,14.2264292252227,10.2300481784774
99858,10.1731578684273,14.2848125717771,10.272030916283
99859,10.1861427624411,14.2940610968589,10.2786814155523
99860,10.199220901711,14.3327105046768,10.3064737236423
99861,10.2123936242056,14.3351716353974,10.3082434921095
