sample.ID	sex	Population	Population.Description	Super.Population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG01704	2	IBS	Iberian populations in Spain	EUR	81.1197873506113	136.497532331281	-25.5062950950793	-47.8837880596489	27.2816222558418	-3.42088235726306	9.61687504562483	0.398556869836389	4.51162083978723	1.52979819590739	0.205961507574275	5.79440287575731	5.75591530935088	0.167450225035731	3.2845843718813	-7.04837702497463	1.75117380908361	-7.72751724678508	9.09850213688885	1.77529222752986
HG01705	1	IBS	Iberian populations in Spain	EUR	82.5183534635406	139.314866116245	-27.45536947141	-53.1323972274996	29.1321362120286	-1.30767067323215	10.5346980796216	-1.61445863483377	3.55559685649906	-1.15380391219353	2.9693684904454	5.5386068086733	5.48757696805227	1.20936127270398	-7.46735377630108	-8.47620766531221	-0.793746487675223	-4.42596235958148	6.11716693402541	2.48891059737938
HG01707	2	IBS	Iberian populations in Spain	EUR	83.5193585037887	139.100350620675	-27.8257155919356	-52.3356540202341	22.4720740939814	-1.41651551781615	8.70174492962703	-3.0096793095763	-0.83659468855987	0.127639654451039	-7.51505267773811	-0.589252510447022	6.3431624431448	4.89998217425923	-6.12914808301829	-8.02926007205592	1.10762540715125	-15.0696604656779	10.6238530981149	3.99217438738538
HG01708	1	IBS	Iberian populations in Spain	EUR	84.0763536685073	137.793135925165	-23.7130970119873	-48.8905056111478	25.1095583662831	-1.45530210526707	4.96739147765635	-0.497806546242788	5.57777361861034	1.8053598762577	-4.77562602707399	-6.47048515654398	4.54862749532199	2.75359607629393	3.04981087126109	-6.80720327022988	-0.100859912851918	-11.4225353577109	3.64132757810854	0.475642650761745
HG01709	1	IBS	Iberian populations in Spain	EUR	81.8611001572847	139.559790280925	-28.5328864426117	-50.0559591380226	25.3087712061731	-3.22027273295875	7.9561125790314	-3.21433395402044	4.8746611415249	-0.574244401641598	4.25713685631551	0.753042609385278	-0.344669672893921	-1.36123969501628	-8.35475385547761	-6.17515898377251	-2.02527517669063	-11.7991907692152	5.2612982819725	6.20564308025709
HG01710	2	IBS	Iberian populations in Spain	EUR	84.501416880862	140.128546103125	-24.2037308117283	-53.2228003942448	26.0295902052665	-2.69945847315262	6.54209310512604	-3.04577840491051	4.96439914348725	-3.05047534884114	3.84307482536123	1.96470916358184	1.35621899304501	2.96163567465955	-7.87725906436083	1.73361354847601	-5.66201656177717	-8.39727575477176	10.8374467569682	-1.28610548585914
HG01746	2	IBS	Iberian populations in Spain	EUR	88.7456482971747	144.340796333034	-30.1685975308341	-55.5464746062231	26.4859760494627	-2.87397662557474	10.2941428227002	-2.48579143897203	7.18543325494267	1.11772161418248	5.77983156302331	7.96646601501603	-1.31246576530834	0.58657278431819	2.54610891809434	-4.41483612119314	-8.12870724419534	-20.2267874033172	7.34022364395609	0.688986948590163
HG01747	1	IBS	Iberian populations in Spain	EUR	87.6200546075653	141.737049576814	-27.1972683377911	-50.0982612802337	28.7326077800906	0.630165904275803	11.0213137645665	-5.74137644512547	2.6217295734379	-0.00195630522597891	7.26329657164227	12.981377496852	-1.30235522548664	6.9105664724921	-2.49265357411219	-3.64649690414091	-2.50553105299221	-21.2590018554326	17.9897337731475	10.877110201457
HG01756	1	IBS	Iberian populations in Spain	EUR	85.4557766821568	137.083049116623	-25.8654260172567	-52.846889129647	27.4351643443836	-1.28151756389637	11.320397217429	-5.77081029756599	-0.439004324598423	-1.9142399980138	4.45542002376145	4.44978501316044	0.748517246653108	-3.1116372540253	3.05331474320976	-5.72650112849137	-4.1241714284633	-23.7331249529141	11.2149676133688	1.51692061521268
HG01757	2	IBS	Iberian populations in Spain	EUR	81.9308919146	137.122087962221	-23.9656890498297	-51.9332099344911	30.7320680089562	-2.30516502898973	10.063570999706	-2.35746768337299	-1.08678391552367	-1.35187967406249	-1.62763998007764	5.45540269946585	15.1699045851184	-10.4015560485748	-8.20899687084308	-7.06571728669642	-0.633980655755834	-16.5118647087473	6.92423419699155	-2.73673823971724
HG01761	1	IBS	Iberian populations in Spain	EUR	88.741013090155	143.555406022078	-25.7337845708654	-53.2801218582376	27.3459352528977	-1.49782561086258	9.51339371895735	-4.67316628098949	-1.48986627879533	0.540006545139869	1.39046956215651	8.91111933486215	7.45115069903597	7.67141540911192	-2.24757647245898	-14.7830116555071	-4.13915485395487	-19.8979051576516	10.7434049998154	4.95941862349034
HG01762	2	IBS	Iberian populations in Spain	EUR	89.563999590462	143.300368914141	-24.1288699008039	-51.6894606913402	19.6090187745892	-0.48525457715631	6.95577452430389	-2.82712939712389	2.05401840855653	-2.08611294940763	7.79237571369489	1.04220440250597	3.39106763518685	2.71358236349465	-5.50042282608021	-9.5235731416366	-5.8566651040272	-15.8366650184397	6.82792808557356	3.96700275885887
HG01765	1	IBS	Iberian populations in Spain	EUR	86.5781296343332	142.344413133139	-26.3474587554183	-49.910999844774	27.9741599096228	-2.78525331530573	10.9535082549444	-2.04256366997811	1.20484228151735	1.11581311005076	3.49286589216371	4.46044990496781	2.06207696862619	2.271429510524	-0.0440046740955662	-6.7443479588516	-4.05801171674967	-7.95597551549155	8.20971771112806	0.639220035393256
HG01766	2	IBS	Iberian populations in Spain	EUR	81.3452235030981	137.628708417044	-24.9615182300262	-50.1723745968114	32.3104975522248	-2.45638398862987	12.3849788245238	-3.82069865564135	-0.767403477953051	0.327203747653669	2.87973828365762	0.563022937239617	7.54265278546062	-2.37549009501074	-3.88929001719676	-9.52015898748552	-3.79373620720284	-18.2278259446348	9.44823561325661	9.38368685110788
HG01767	1	IBS	Iberian populations in Spain	EUR	83.7272262667178	141.170099590407	-27.3447537671341	-51.3179730474886	31.0269443311235	-0.21557133188885	8.38378798676587	-3.43230535992716	5.45983888641296	0.494165114786955	1.97996359498801	5.41938890396912	6.80384217361062	-7.10980264417299	-5.1038525432738	-12.0473481447488	-2.88438293456478	-14.7546420633716	7.5703811004913	4.89591789301788
HG01768	2	IBS	Iberian populations in Spain	EUR	83.0575466411131	136.230210126548	-26.1664048802577	-51.1314901131282	26.1096469314201	-2.24948704776835	13.0524644715262	-3.82168266556631	5.62661327600331	-0.206127564963189	4.91966533875183	5.57366441738175	1.97333859674966	0.385199729742535	-3.27563749198183	-10.1006592561381	-4.21689018159381	-6.60941035917951	5.37172907157138	6.06537996558376
HG01770	2	IBS	Iberian populations in Spain	EUR	86.1783531630352	139.481243968321	-29.2277923183679	-50.6431358099145	25.798696146706	-1.7614669313388	8.80089375707016	-3.0606935786675	-0.712213004727723	1.48675535771795	2.02197928071799	-6.07587140603578	-1.65489953717926	2.12631142458924	-0.372220041386429	-6.30782292723809	-0.627637912486392	-14.8469684717468	12.7942404952685	-0.389787362042608
HG01771	1	IBS	Iberian populations in Spain	EUR	91.1253678848922	145.102303392746	-28.8477819427267	-52.1752006620493	26.7069535574512	-1.86929320921419	10.0063477785905	-4.07377024773398	1.29670052263598	-1.1343675199422	0.816846631616379	-2.31579524100809	4.9275266399079	-5.60176125152775	-5.54964501882932	-13.4716226271254	-1.68484044983358	-20.3454289811189	6.31104047886444	7.42127438951328
HG01773	2	IBS	Iberian populations in Spain	EUR	87.9164247994674	142.239049763243	-27.697675133125	-52.6737254537442	28.5538240293311	-1.38007591976386	10.4215212380643	-2.99811045756511	-0.601499130561127	2.61052500758386	1.2400730468419	0.645874967202567	-0.485713944379128	1.34652527729706	-6.79124572464659	4.30594431527882	-3.8293247615833	-19.3121754177398	12.5344171688923	4.73806452357444
HG01775	1	IBS	Iberian populations in Spain	EUR	89.1124349359321	145.107961774889	-29.0405423879274	-51.9260035574207	24.7630070843641	-0.550430280203427	7.80850499952713	-4.16424150886774	0.402067117859805	-0.531707836270916	8.01031543062384	2.49425000964155	4.54894994087624	1.05169159251503	-0.814943333841915	-13.4299864087973	-8.33352913059527	-16.8350124928638	9.3319805044729	4.02237242661811
HG01776	2	IBS	Iberian populations in Spain	EUR	91.6673238462478	139.34145830589	-25.4889786497313	-50.3620493532112	24.9366515875181	-0.980749127904119	9.32037660108709	-4.83000175544137	1.63443131952488	-2.30298370150381	-0.781754299628007	-0.33040387395737	0.982098944193332	2.45291122326763	-5.98425733562749	-1.1634696770154	6.65984716407732	-20.1515070144603	20.1269666444758	5.64731151241113
HG01777	1	IBS	Iberian populations in Spain	EUR	90.2217712615745	141.10170173567	-27.8277552612612	-51.9567346453394	25.0485835405919	-1.78767781604711	10.563098202034	-1.73927272439434	2.4157979961532	1.0836833687723	2.87810841996619	7.4111995154581	0.0705621465420469	-3.15048138673024	-9.08276890833707	-1.6550146906689	-1.64056637176729	-20.0925889216478	8.75679521213825	5.91085661550996
HG01779	2	IBS	Iberian populations in Spain	EUR	88.5375005619276	142.180002246639	-27.4774523342813	-54.5935327958474	24.298400260942	-1.2901311357789	6.0384306329167	-2.10712486469387	1.80827009264044	-1.92241770498605	4.6305256394614	2.53847106017847	3.15554746834826	6.7537232367299	-3.50279172419566	-2.04956497588437	2.85646708809743	-21.1127123863301	2.12668287860964	6.26267960519123
HG01781	1	IBS	Iberian populations in Spain	EUR	89.1534650086925	141.137883472866	-27.2791270080052	-53.1062267235386	24.7437173565003	0.0828691228759945	11.5435602988925	-3.71613810940498	-2.40600619094598	-1.13052173323115	-2.01620611143937	7.27277951490947	2.72372650806237	3.95554562497419	-4.2831013400683	-8.08842016356631	-0.400342779138198	-12.3703850583655	9.95907045167437	2.87631955546714
HG01783	1	IBS	Iberian populations in Spain	EUR	83.2991672599112	139.982381442355	-26.2593463234416	-49.1625761451655	28.2351537819659	-1.21658172443946	9.3287190313744	-3.1094394954741	4.33229732861211	5.03355671607414	-4.14276028073037	-6.69734504958706	-2.18549691636334	1.8039984181584	-4.40561803756597	-5.03848684756094	-0.567695832324118	-16.6889596951153	6.90813029692932	9.92511111165643
HG01784	2	IBS	Iberian populations in Spain	EUR	85.1526711907817	138.798056223954	-27.3397916091556	-51.7885502411869	25.7816793623034	-1.14986942515778	11.9972724472611	-3.38787604854937	-1.28842181225786	-1.80814069266139	6.08425394734794	1.16632331975903	5.76925130916256	0.8266623861019	-4.9014643644729	-13.375475057918	0.435150488468761	-6.60885892873176	4.24372600584495	4.60856732241101
HG01785	1	IBS	Iberian populations in Spain	EUR	91.8292224744584	143.338286845176	-27.3345995978988	-51.6529013035346	20.2203581893132	-2.25800672782065	6.80918656323358	-4.41104187633561	0.627834650101454	0.00330247048727197	3.34622224151737	3.69259631098012	6.48739612123121	-2.90578257937203	3.48257342489017	-3.8928021022265	-1.79331637148374	-17.9937786626707	5.53291304202264	-1.55868970246002
HG01786	2	IBS	Iberian populations in Spain	EUR	89.7520582473097	142.682208248476	-26.2074577949034	-51.7238743188152	21.6363435286627	-1.72173422962483	8.15684997201184	-4.13205186286744	-1.04388674533897	-3.76768881684272	3.77985902223122	-5.29755805922117	8.67898515156307	1.86149884724276	-1.63266696652318	-4.54248467586608	0.631944342447886	-22.4136241668634	11.1805878186369	6.57137142991357
HG01789	1	GBR	British in England and Scotland	EUR	95.9296135565034	142.067001314495	-29.4387798367546	-48.0332222895292	-8.62797857395523	1.17584168065741	-4.65568292767421	-1.33237684727217	-0.497108602989905	-11.3472070010839	21.7515993293765	-13.0074110497786	-10.2672037589254	22.1947823548537	9.73885787381566	16.1854411278984	-7.18642421084171	1.58942296632771	1.18535223807817	5.12967106169138
HG01790	2	GBR	British in England and Scotland	EUR	96.6434529206995	142.361243376305	-26.4697456750422	-45.8411996564789	-8.8889552765533	0.884210329209255	-2.69116243721985	-0.757446516292738	-6.44293641814197	-8.21571576702597	22.2299720685902	-20.8275276726879	-4.97761730616383	18.8512381069832	6.72836108328687	0.980276446789893	-5.35031269679022	4.98235991569207	1.35815223446666	-0.446223989807195
HG01791	1	GBR	British in England and Scotland	EUR	95.4133784851056	140.629617603668	-26.3732099714368	-44.9544764626409	-8.45461151131737	-0.755958237780529	-2.32320408775048	-2.54490348788021	-6.86835096417841	-11.7086768147401	26.463981924482	-16.8404134348222	-2.28377358301592	24.6769655712485	3.6202861404664	5.7057228382336	-7.56490752547288	-2.82039104345853	2.67374104351094	-1.94574459486258
HG01794	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	116.091216149457	-180.935210987693	-8.96072795607719	-46.3297678702826	19.6076377481208	-2.39078782801817	-55.3963396214672	2.46311067689222	-2.16864425731599	1.09532825289378	-2.25538647823805	0.548097571923801	-1.08081513430118	9.08351937498406	-20.6871551136379	-6.63781155080275	1.07713405350986	5.73195246278906	-3.09027580654263	-0.884954750856154
HG01795	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.849312929011	-176.07378526772	-4.95323848084861	-41.6946447097839	18.8934747297295	-1.0020446547398	-47.2408341383345	1.05612457985083	1.94995898894645	2.36159452343522	-1.20717904013773	0.200072765748196	-3.40524505381891	10.4910085889539	-19.0068445953895	-4.41874881582678	1.57957725956677	3.87599079076469	-6.64049067425958	-0.815723523013689
HG01796	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.453777094861	-178.211714862814	-7.09503694203099	-42.7146674871726	19.4198378143752	-2.11745163456728	-53.0520960068857	0.743842752422496	-3.52296633824537	1.28640539553616	-4.91480152464275	5.17802828670027	-6.10826034380089	11.8803770168639	-23.537137115988	-5.83555659201594	2.6455378279149	4.32197025820001	-4.96421365304982	-3.98291698854528
HG01797	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.638440978231	-177.814711011932	-6.81758672912094	-44.7054730885154	20.9616367896612	-1.62032011707095	-57.9179690582762	2.48136798252892	4.40862133187699	-1.8250664469446	-0.790633107947065	6.06011954262156	-3.67160654347304	5.36453260066798	-26.3245089629107	-4.08922638402358	0.101935930638466	6.16017480417318	-1.17584857472281	-1.5297214044831
HG01798	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	116.410789407392	-176.036013913556	-14.3239540344428	-37.6451811851059	2.72219694224619	0.846233472856707	-6.54767962459831	-0.607671005643708	-1.18270003816876	0.369054681015083	1.60145777205155	1.09534583910422	2.81235290309833	-2.69653332036744	17.4343001985658	7.79311159122626	-1.31784682560495	-4.50599063608372	-1.50843863876338	-0.781029453804009
HG01799	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	116.977209656807	-177.985763104888	-7.74348875861661	-41.801867532922	21.296011520635	-0.67940213801162	-53.7617174119313	-0.0819462359574595	0.251701348377414	0.63672359139963	0.0296680374742921	3.11605645407253	-5.46709883582297	9.69410616692636	-23.8372815106972	-7.30183559924345	0.48831920502937	3.67372716110313	-2.09371802028317	0.00303172811077696
HG01800	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	116.234029527608	-179.267924686377	-10.0335414597777	-43.667961682135	19.7352402849036	-1.70705764291946	-49.4376456477031	-0.31688061836431	0.186341607206634	1.0821864454813	-0.128688668327616	2.07018589197399	-1.23422228725234	6.04306214735437	-20.1026480234888	-7.24436267895948	3.82275073252651	3.68804982501885	-7.30405567543976	-2.09949749000743
HG01801	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.134205584083	-175.726599616871	-6.01237598205087	-43.3159763938191	19.0869137691731	-1.53050327163511	-55.2845036622035	1.4997645445404	2.07885673438744	-0.697627034482357	-2.84527927636192	0.228313320656005	-6.41517860354717	10.018548393677	-25.5077603663104	-4.63958898487362	-0.207742307042131	5.68121736487297	-0.887238719858825	2.47889894720255
HG01802	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.351809807808	-178.654637755842	-8.46785547331571	-41.908051448823	18.1307951178502	-1.25033563887532	-47.3707848133273	1.00911985187202	1.35982092695149	1.24800418411678	-1.23789700825475	-0.244979709661703	-2.99622104612858	6.99632136550843	-18.5666725661529	1.30163299013093	0.164673643583163	3.18389720289474	-0.613998036339597	0.574152609145558
HG01804	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.956315480067	-175.872889994927	-8.90612602635655	-41.9988432915729	18.3384725886591	1.24879500084084	-50.8906141269526	0.862162345036421	-1.61342300567116	0.735159730723021	-1.89435010689269	-1.38862969099841	-2.88985854601634	8.30129245334569	-21.359903051672	-5.47633319343246	2.08929170724052	3.24642505122412	-4.52152875121527	0.695239656016789
HG01805	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.393044613802	-177.460672047149	-8.80352770053205	-44.2542427421417	20.691887950579	-2.56686639056885	-49.6167396088588	0.952786648499018	1.28788773464782	-1.60139654584284	-1.64231517514287	0.0700508314933471	-3.72009945771982	8.98800822953702	-17.6811093627225	-5.77333721013382	0.683147125146147	4.29755663066716	-4.21176262366517	-1.59203994106822
HG01806	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	113.951810148454	-177.946483825263	-8.34114799031038	-45.9280327447843	21.6168740878414	-0.263194075769898	-52.4040899127309	1.7750981047433	-0.860692371549216	0.694393938791507	0.810418545071776	2.57940781055468	-2.89759595609044	6.8136521961241	-25.5713105980953	-2.92926776332156	-1.61237390690994	6.01175781166683	-2.56102698702269	-2.00849956788331
HG01807	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.734293869268	-177.770460809435	-7.5117000756085	-44.9165911020796	20.9001109629212	-0.286065314983488	-54.1110161324015	1.57024598769155	0.957186351402401	3.1513279426329	-2.61702234392824	2.34418036499077	-9.16559116369926	8.2784745921744	-30.2621726666584	-1.83463042074044	1.6769264949178	9.96804259296279	-3.622207258414	-2.71500902267384
HG01808	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.333736494745	-177.027982672041	-8.4035791100789	-43.5973060026351	19.7165043282425	-0.124347627655502	-46.4038804974434	1.64502777059329	3.1090013458515	1.21287725736564	1.71243019476767	-0.0248752039144348	-7.8825054825418	4.35630138117317	-23.3850806405943	-3.33474173921252	-0.954011719759155	1.50024443632445	-1.14044120900799	0.0357946761393634
HG01809	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.88109779858	-177.332105684992	-8.30916099501071	-45.7851912567732	20.4491480400225	-1.45026173922026	-53.0334120696965	1.14598666871803	0.906627885015924	0.223973862307886	-1.78539729576335	0.432267422373515	-6.46447913244097	7.98588318555887	-24.7718419169751	-6.42207025008512	-1.64200678945936	3.45541675161668	-0.190467965385263	-0.730405157238324
HG01810	1	CDX	Chinese Dai in Xishuangbanna, China	EAS	116.675584664183	-176.947575017352	-9.1577046385302	-43.1576922767067	20.0766489065932	-1.91217063499255	-55.1182175607351	1.14013244332475	2.14282790498169	4.40477492746906	-0.280248981258531	3.46610872519032	-0.763782287701703	5.63203608558935	-22.1132401765612	-5.01562416500469	0.773826003665882	2.68045832031477	-1.89725252310167	0.610905490144627
HG01811	1	CDX	Chinese Dai in Xishuangbanna, China	EAS	116.078615228368	-177.25173850627	-7.79961341519388	-44.6245164814191	22.7710147234509	-1.94578845487077	-55.618278648399	-0.15247862865344	-1.26695383221739	2.37663469435736	-0.728979187757494	-0.0987377896776556	-0.964035891065708	7.13311562451427	-21.0179135292575	-8.45178447051363	1.59412852904608	5.44285848060108	-2.90189772649152	0.511283299597925
HG01812	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.666280508383	-179.586109814802	-7.6384080590251	-42.2973142038764	21.1910277829478	0.0648013747781457	-50.5306213484131	0.997049954718278	3.25695481983032	0.0661499599910526	-1.31046402000179	0.390279890835507	-2.52520546085811	10.2017074974043	-18.4427517492158	-5.92990685899287	3.8690463484128	3.72892592811434	-2.09844051116313	-1.92077058341997
HG01813	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.149643010862	-177.295186428042	-7.35075201354687	-43.3299088462941	18.1658440932029	1.57193468486797	-45.0348495092694	-0.200968999862328	0.831218937712551	-0.0475776905263965	2.0821407424013	3.59971760143603	-2.30912807625009	5.08536349212642	-19.4431705374094	-1.9613671329923	2.98793591385042	2.80840041471608	-3.74417214016616	-1.06843953684323
HG01815	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	114.901259036739	-176.290230735742	-7.89272326505596	-42.6087163307655	19.8007962077561	0.388194945931281	-52.8286592194878	2.29740864505668	2.94403006776342	-0.275892322679299	-4.99005683666631	2.71784416317118	-3.74620726715314	11.5364654265896	-21.5066548610027	-8.06405258563614	2.75526888743153	3.02528007355944	1.16801398061772	-4.42759905976736
HG01816	1	CDX	Chinese Dai in Xishuangbanna, China	EAS	115.530833016117	-179.136587639083	-8.50220563614434	-45.5656989015336	21.7489410483478	-2.21809296386784	-54.3144780877328	3.32419116271083	0.585192439199963	-0.6415242039469	1.59137692612414	2.26943085489876	-2.55855301570688	7.9152903310762	-25.8242925303815	-7.5492740309003	2.76763765928028	8.6860451228259	1.49969473821843	1.24504952358073
HG01817	2	CDX	Chinese Dai in Xishuangbanna, China	EAS	113.415798272322	-178.216602696973	-5.41173146446949	-45.1263052371294	21.8994817500504	-0.112316792589048	-54.2576830809	2.9478371369204	1.3906015407935	1.93675980488634	-1.30101437007738	4.32259073507885	0.118310845646256	11.1009630813863	-22.7188578771764	-7.71049456818683	-1.08426518156623	2.07602071410962	-3.00447901996637	1.23127918038042
HG01840	1	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	114.72447549146	-176.168907104866	-4.77315619146496	-43.0586031033659	15.4066667894339	-0.159211532254062	-35.3904349432096	0.308774937525016	1.5847658999769	-0.163809372396032	-2.10450888502642	-0.534675944967421	-1.0753293592213	5.73207791740215	-12.2927725683986	-1.64473293111761	-1.84102279336431	0.49774981246136	-1.26727397754421	-1.45454294550466
HG01841	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	116.008920042113	-174.051004079103	-7.68522960614931	-42.4727161121464	18.2233297014518	-0.870010020270307	-43.2136646509467	0.799498750129029	-1.88950109370155	1.33544120417312	3.51111050578867	0.968954382996016	-4.11276406821608	3.31126691293294	-9.8714227890292	-1.03385067197016	1.90369889694532	0.819025036661787	-0.674197526244595	-1.28308200004701
HG01842	1	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	114.826442448046	-172.932396867805	-5.64569256834423	-45.2116611439437	16.5030989209468	-2.74368348799016	-43.3215585063535	-0.539758079833236	-0.953355905141145	-0.802244421371947	1.13896883825953	-0.238310556694562	-0.585219708539022	6.77682426976994	-10.0348771202554	-4.10780776262911	-2.22767006953329	2.87724180926627	-1.69703841911244	-0.749187027196136
HG01843	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	116.258595497636	-174.415818203778	-5.28600498694687	-42.4708713024145	19.2474261222847	-2.75981040899535	-42.2023789826579	1.67916032010869	0.814727575463877	0.731223056781761	2.5854794798468	-0.130210100213056	-3.20743224958389	5.27008266713554	-16.9385939217118	-0.0303279930753846	0.83105559064797	5.47532059313954	-2.65646050321826	-0.772827897045798
HG01844	1	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	113.804024678705	-173.318778316563	-6.79114456005538	-39.3529721596249	17.5744958162459	-0.13025568292546	-41.4028684156532	0.881842761354108	-0.609811219378135	2.08136687214448	-0.595561782677783	0.420766228059745	-1.33879246252008	2.81566329255669	-11.9850595602936	-2.488297457298	-1.00053643048975	2.17414547347909	1.01781604242033	-0.0758034707544041
HG01845	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	114.469661136036	-173.616378418205	-7.2389688454374	-40.9010007134243	15.2746306209627	-1.18174720029594	-42.8664835834524	0.150150769661729	-1.03849897537116	0.0303258109727583	-1.14184248368475	3.78798633244581	-0.183697168000648	5.19738050857403	-11.4168430831379	1.40968723834358	-2.73940767519826	5.51463244202851	-1.7302115048794	0.12706121374799
HG01846	1	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	113.187263648864	-172.548303281555	-2.38013637215421	-41.1178463258494	16.3793174885926	-0.651451625458006	-40.2504989360844	1.14039460229922	3.35468770328627	-0.736157834277973	-0.794747407460658	-0.833147262084247	-1.17440549330877	2.89920079868252	-11.2371378649747	-0.504872015379635	-1.01596685958849	3.16976839078278	-3.40860336054242	0.510012679862605
HG01847	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	115.159873967495	-172.352559061829	-5.01501879940784	-40.0105206813107	16.374097010854	-0.139408225155812	-46.0923639165329	1.18751719507935	-2.32225205002223	-0.817029083737302	0.16826004226269	3.44858188948732	-1.18901021727944	5.73179233666634	-14.7555246329073	-7.57244150145546	0.694122068119484	2.80449559834032	0.598206538358136	-0.419532448121962
HG01848	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	113.818784791767	-175.096881081031	-4.74463997039758	-39.7873253836796	13.1609244057	-0.352061796395406	-38.7805645269729	1.50997631675423	0.208682083972453	-2.02859563476251	-1.61481122899715	-1.55635915689351	-0.349221258095633	2.00063249375139	-7.06649381323069	1.38675300273792	0.557308701584817	0.873780261269151	-1.70845085739482	-2.44531663023663
HG01849	1	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	115.640285942429	-170.251217386867	-3.89040467274521	-41.901876798188	16.9349274588055	-1.7166914045726	-43.8093759669443	0.153239860787264	-0.146704128617893	0.759806670383431	-5.4093471852951	2.34557099923145	-3.04282959578812	4.51928546059536	-12.3811641680367	-3.05345041710694	1.90292058247502	-0.799998899264451	-1.43196575721252	1.48280094977102
HG01850	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	114.259379335692	-172.68622279721	-9.52918531740085	-39.0874531317724	14.0503526274627	-0.249071100683959	-37.2223079684178	0.762405636215383	-0.0623459587384432	0.949472284528775	-1.11156136491004	2.30609601019336	-3.6619332391438	8.07143810684928	-14.6606264756762	-1.62327589697648	0.738360248572217	-0.698057886769093	1.11428533015769	-0.0253080971730394
HG01851	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	115.730612267119	-176.707317144739	-8.69312095477961	-40.8983913525235	18.6219219768562	-1.24412922721157	-43.7283340639799	0.319780592935118	-3.88377510540933	1.85676375035312	-4.5642407887416	-2.8245818329634	-1.50607270867695	3.78955571094394	-16.4555927194046	-2.07579532274744	-0.127581538580525	-2.45685655667028	-1.14722698783613	-3.23508156093484
HG01852	1	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	115.842810101568	-171.929852680615	-4.47006074054025	-40.5644054528467	14.9797309489931	-1.87559616801749	-41.4868140539123	0.0148206213287944	0.758187981478303	-1.71763146889657	-1.79247893865239	-1.52661473521401	-3.1608707419066	4.54539451870406	-11.6684153274033	-4.72144685624705	1.69933711004013	3.77210219663848	2.74894464213535	-0.768082256454186
HG01853	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	115.34970791115	-173.377589485867	-5.97432330537681	-39.275616757116	17.4995464725191	0.511460943179554	-44.9386634961185	0.166192042697253	1.93960831252566	0.816653128923781	-3.90311998079974	1.39892084639202	-4.35747896911401	8.2486368667494	-15.1171315607394	-4.45757400686633	0.597326342110275	2.54718890829404	-1.98332364280271	0.817239005081444
HG01855	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	113.697733386751	-170.793499871816	-6.03628099364529	-40.5985520753426	16.2149343291858	0.084856538233682	-39.349717274636	1.44911172679162	-0.25325536948767	-1.70813840631356	-1.49438105557988	0.826857355668644	-3.31575759962307	3.52558286265885	-10.8704409970757	0.411236353180529	0.894996914601049	1.25282379005616	-0.764500290192979	-0.969124158912905
HG01857	2	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	115.4160110521	-174.253611356869	-6.84237125645582	-41.3030477573179	16.0773546742145	-0.759562024931016	-39.9959406387926	0.872277741817242	-1.04618300584099	1.07962641354155	-3.24012134231424	1.90658240150899	-1.67728361542113	3.99340914561311	-15.8495538432933	-1.57037800274776	1.15952520461411	5.24137214586766	-0.115813078060855	-1.41894336564634
