sample.ID	sex	Population	Population.Description	Super.Population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG03640	2	PJL	Punjabi in Lahore,Pakistan	SAS	88.8080153809052	18.5620776885541	102.596130159429	43.6794413589598	0.426574226660677	0.0261877289057233	2.62775875822271	-1.36387507103734	34.6292312157767	-4.69170670474911	7.52547232535127	-10.8512644747632	-75.4299008627668	-22.692025884801	18.2552690191328	-63.2513146886198	7.23188836334273	-0.237552767706275	5.337947988011	1.35203941642691
HG03642	2	STU	Sri Lankan Tamil in the UK	SAS	85.7801318791416	9.11453365830608	112.199459666613	47.6928877515521	2.25590009707759	1.11752211003154	-0.240594321086194	-0.283721613923633	22.678372997873	-0.716888984892714	4.21777438309245	4.18692374058175	2.23559235084809	-0.28074610009191	-6.73391995532334	13.6837406802207	-2.1451858464588	-14.1023915743396	3.7402600306914	7.09358673146928
HG03643	2	STU	Sri Lankan Tamil in the UK	SAS	86.9028857125511	18.2798029018358	107.954036793531	46.3138360946536	1.75729852805719	0.372467466919748	-0.187217734292695	0.798636683871185	18.9306241604107	-2.51971095955303	3.29411997597734	-1.65615278226097	8.90510689788953	-12.0441963725945	-10.0578623353053	28.8252045588065	-1.37335829003291	-9.48331933372087	6.54533626607674	0.0216510419197051
HG03644	1	STU	Sri Lankan Tamil in the UK	SAS	86.6229109952066	17.9674737610706	108.798607853156	46.5622655618997	0.410606061294593	1.33256325578609	0.111747767543269	0.994030437430232	20.031783377575	0.703077853223858	1.34890975719172	-1.60572248850275	3.67792694703292	-7.6856353151229	-6.23327741297132	18.5133055874669	-2.92693784612825	-7.16856078978122	0.681878784158332	3.54530926583817
HG03645	2	STU	Sri Lankan Tamil in the UK	SAS	86.5258262334327	14.0391368280809	109.931271560312	45.8519173468529	1.70567234609685	-1.0548048158572	1.0494687329528	-0.0354850610258489	19.9318211123536	2.75334896635886	-1.06801500028454	0.948541803069999	4.82083750620467	-3.53561193260126	-8.48405917380314	24.1690202274752	-4.61303713388491	-14.2156693503111	7.63105836554207	4.74186947816127
HG03646	1	STU	Sri Lankan Tamil in the UK	SAS	87.8138320081794	16.5487764049902	108.879633881511	45.5606565104977	-0.040107792463921	-1.1936739697711	0.0936241661545039	-0.923037411599849	21.0802889443109	-2.09508005029967	-1.26257782288233	3.46258900929425	1.38544428784952	5.42317642546379	-4.69310499920095	16.5391703808788	0.944714844297215	-9.40231895740465	3.69135060727643	0.279445944895654
HG03649	1	PJL	Punjabi in Lahore,Pakistan	SAS	87.3112471171287	39.6528470883663	83.6958672914175	34.0669509466169	-1.04596183022408	-0.616474082883356	1.8956120074055	1.31165971300478	2.64513361406114	-1.20592479009191	3.6059688119311	-6.17737728769045	-2.18187195769015	-7.27478636144261	-0.408154729205042	2.37674482464536	2.95473946029862	9.92134234654255	-5.57769890927214	-1.0042462177529
HG03652	1	PJL	Punjabi in Lahore,Pakistan	SAS	87.5697864181471	31.1124539563786	94.2048265562759	38.5169788414729	-0.380703315613959	-0.226764028321401	1.86254207603502	0.0120930032431369	4.28547666903522	-1.54800070570332	5.38281146363808	-3.81393859611923	0.950010892647341	1.23220623295953	5.96014628174105	7.15986805880406	0.438992778855332	8.94741158769486	-3.0679010568478	-7.2192364005952
HG03653	2	PJL	Punjabi in Lahore,Pakistan	SAS	87.8885898416413	35.9494928064703	90.0776026971903	40.1909778470681	-0.302217220715475	0.838040074078102	-1.68498908444877	-0.369567979800398	6.50616613735203	-2.88529438943472	5.69223024919671	-1.24712512995441	-0.305997514956728	-6.86784787578048	-0.98643400355972	6.23465991210606	1.25779108290507	9.16008170854005	-1.53475741755583	2.01836119512248
HG03660	1	PJL	Punjabi in Lahore,Pakistan	SAS	90.378406417464	23.9099096566553	100.595381909285	41.9527689082493	-2.70961966374792	0.486046663346782	-2.90686522421195	0.382564781563438	38.6712524103234	-6.37901457418568	16.6834828791918	-13.1137174832092	-80.0501024034188	-14.4605576105306	23.1298314143789	-71.8824006296263	8.07934637037249	-4.91193304973374	-8.48150121552437	-0.528530633930461
HG03663	1	PJL	Punjabi in Lahore,Pakistan	SAS	90.5701756669533	18.0562204531707	104.874019078691	45.5790721656633	-5.73837857193243	-0.245398143043328	-2.63796249190694	2.08984268371853	42.6672261030443	-3.17139672734426	10.7134908417812	-9.33463960768434	-78.1291316342359	-15.6968168756739	25.151554354409	-79.0317307779484	3.17480564560549	3.91626035153398	2.75592897413161	0.180338608857575
HG03667	1	PJL	Punjabi in Lahore,Pakistan	SAS	88.191953060502	14.2408756244857	107.075617554598	43.578368028973	-1.02518384378683	0.647434694694307	-1.65691725478592	2.00475279014146	20.0655423718117	-1.78686632689199	-3.40580508529492	1.47723131836829	3.93969427209414	-1.03622418056401	-5.22930571530209	5.93053446194516	1.26899384809746	-8.59576555149205	1.71941720427996	3.92397419476553
HG03668	2	PJL	Punjabi in Lahore,Pakistan	SAS	89.5111495425553	34.5160971784249	89.3250077981015	39.4569899265475	-5.83902091676135	-0.890341469320111	0.0552103946505428	-1.59395457450745	7.15350081487891	-2.4957718106934	3.19514609841848	-1.15354419076499	0.365029636943011	-2.40848646611568	-6.10501274734088	8.74694517787458	-1.89868683158677	1.98950053923576	-3.42626705432006	-1.82015778695724
HG03672	1	STU	Sri Lankan Tamil in the UK	SAS	86.8202494002023	24.9324844368175	111.984175339824	46.5127328917081	2.91563285824925	-1.84392841481338	0.262360893569867	1.13367108738144	18.9791040142986	-3.25423230397813	1.25542613935012	2.17404373994463	7.73495037726437	-14.7349184908925	-5.35593366871012	28.0712725968459	3.47406237219818	-8.65300701413971	2.20662182835658	0.86879556102797
HG03673	2	STU	Sri Lankan Tamil in the UK	SAS	86.8060526967708	19.9976055200819	107.295264993966	47.602622283904	2.41870285298151	-1.9493388252776	0.492814270632209	-1.24478081177251	22.111019081092	-0.158388254899365	4.51160837261308	2.54327846832586	9.47326119109174	-6.86142304426524	-11.1562670807559	20.33380851443	0.587823445672285	-7.77183899949079	2.05649944460672	3.59721699432588
HG03679	1	STU	Sri Lankan Tamil in the UK	SAS	85.617992070209	20.740293517237	108.742803366599	45.5277066346456	0.04904007243155	-0.699190172659401	2.34218754711746	0.838233029390689	24.0163133747882	-1.4274096793927	1.17352841790425	3.30678863034343	11.8397769787119	-0.861285551149578	-9.06254341986272	21.6950890465819	-0.0848109718238584	-6.32490883415119	-0.218238508341224	0.246863035740739
HG03680	1	STU	Sri Lankan Tamil in the UK	SAS	87.6899982689221	19.2109341705597	110.821879915993	46.7977893176992	3.85838302037813	-0.388373009193351	-2.38626731048874	-2.45579993890386	21.855430390242	-1.72406440417536	7.40593890717141	2.55576551389937	7.37444833852491	0.307685150553201	-7.34047609175935	17.7818722106157	-3.58053383748618	-9.61903990770409	1.45296537195917	1.81626594660766
HG03681	1	STU	Sri Lankan Tamil in the UK	SAS	85.9432361244846	18.8935507634119	109.411498249763	47.8124780462856	3.03299476437598	-1.16580185722889	4.45908857333694	-1.61261788028455	16.562352718604	-1.19482359633339	0.026556522497658	7.29150154973698	1.47120516666206	-8.29040966141274	-6.20946451005762	22.1462984468765	-0.442503362763578	-11.6702757631847	-1.41677572680606	-0.47223291019861
HG03684	2	STU	Sri Lankan Tamil in the UK	SAS	86.3984332358558	0.481415077235106	118.747937386077	54.4368758885408	3.09592570916266	-0.980210525836397	1.74855949993593	-2.26818636329851	28.6490868936646	1.1521871678029	-0.217730230473846	3.08024638327831	-2.28040113659672	0.934394131718189	-9.62136601310545	7.58241143810123	0.52888694246876	-16.9764050843299	13.4008471772428	7.29340113153065
HG03685	1	STU	Sri Lankan Tamil in the UK	SAS	86.2410533223766	15.1013943760485	110.583636175998	48.1535038610834	-0.192672827384837	-0.0155029255650768	0.839132789146211	0.996234864484668	22.4270451774475	-2.47967110921778	3.46071858050332	1.51259805547818	3.85369530907891	-2.95753723573663	-10.3657941100761	18.6302763084198	-5.29098005868006	-13.5431176637999	5.10489153836757	6.03359936720983
HG03686	1	STU	Sri Lankan Tamil in the UK	SAS	86.9040492655905	8.26992542983418	114.545049647126	50.7766048410998	0.990342096200992	-0.147259627301721	4.81048160288879	1.24441063381921	23.6094108731823	2.31061875912116	2.9380993576861	5.84645058911156	0.0832624890420147	-3.69514116946608	-3.93715817819779	17.6189870909461	-2.52040128907044	-17.4924805341152	7.05217281464793	7.54399347108492
HG03687	1	STU	Sri Lankan Tamil in the UK	SAS	85.3165316952217	18.4884563724594	110.582789805897	48.1481666653895	2.7133998783998	0.292700717656907	-0.239568293195331	1.92264429869084	20.2548684203711	-0.908842302870704	3.239610109581	1.55676146103248	5.98700564413278	-7.95081667674931	-8.64141634088756	21.7945273011674	-3.26398071369176	0.995591186412069	-0.00718690161874572	6.4837992346401
HG03689	2	STU	Sri Lankan Tamil in the UK	SAS	87.5502703112802	18.0693729254828	113.349784420453	49.2119167973834	1.35099560094793	1.90273862689919	4.81528459033715	0.178110064089645	16.7716489115017	0.948821621009817	-1.56979760683293	1.21067579467307	5.90651789586846	-5.0307064790339	-12.6762571269889	21.1783263781089	-0.382990538400366	-15.6364932567419	4.5325119348959	7.60575284429586
HG03690	2	STU	Sri Lankan Tamil in the UK	SAS	85.539444409537	18.7277438625502	110.793013409511	49.2805534910213	0.461204826957674	1.38325892876535	2.03101730067914	-0.101010440638194	22.3902530955447	0.542584265954341	-1.39435155389003	-1.23357054113158	9.39130914303083	-0.0284004867501705	-13.7294762027009	23.8078889003245	-1.07576082531023	-11.58551817768	2.58833960696488	5.24063317802631
HG03691	1	STU	Sri Lankan Tamil in the UK	SAS	86.9537881944102	12.5998043295753	110.963534272311	46.7518146289982	3.9712042523971	-0.888231244843446	4.71980141812888	-0.602869242915924	19.7148359033885	-0.48644971830324	0.146062960034217	-0.478497395371061	5.14737624735186	-6.85564133612878	-7.36403231673121	14.6734557952992	-4.88475610616013	-8.2617426134369	9.66601178295796	3.5492848268755
HG03692	2	STU	Sri Lankan Tamil in the UK	SAS	86.3533675136161	12.5013811113585	112.480959070616	48.5164345918759	1.20822358332157	0.470124447856649	2.4800930898611	-1.09140586077984	18.8833467405646	-0.440189007113137	-2.83413034901533	8.85527542989684	4.51474771136384	-3.62613585386313	-15.2392305975887	26.7122961014134	-3.69896704180394	-29.5540569757301	14.5792012960629	9.23533400600417
HG03693	1	STU	Sri Lankan Tamil in the UK	SAS	88.1886806541114	11.4968454158532	109.937973532157	47.9540734826967	0.517812607118974	-0.356509386348253	3.39829250632948	-0.52864856175696	24.5171245616234	2.69787275694617	-4.49732300097455	1.69454407854683	7.09672188574717	-1.20091329375272	-7.86603325735436	21.2896960831974	-1.20167747776569	-15.9984608555131	9.13365773941499	5.10856416589716
HG03694	1	STU	Sri Lankan Tamil in the UK	SAS	89.1548291507289	23.0907643602708	81.3310198704042	26.6572760804616	4.57947570724948	0.286575674847534	-2.01565390757406	-0.291526617341116	8.66117016360574	-2.2735784251433	3.88770371290621	2.02554858261036	-1.37896093548623	-12.5468940687962	-6.60942012677564	1.02477108683951	-1.92834875292377	-2.49007761103259	2.04887417965586	0.956717595554546
HG03695	1	STU	Sri Lankan Tamil in the UK	SAS	86.5456396572467	15.7431496045378	110.314258569076	47.0140316762288	0.929376695596042	-0.73126211684165	1.20602656056246	1.17657310485744	21.4602935266335	-3.39996502850238	-1.37524963548128	2.88196126952334	8.24631043701918	-5.26514808441186	-7.33381206182388	25.8346208434326	-1.8140135922537	-9.62212860168924	1.23018948613405	2.3456002732295
HG03696	1	STU	Sri Lankan Tamil in the UK	SAS	87.6325899002719	19.0632682281186	109.665974847696	47.7949437157431	0.0717608602677894	-2.62597663331567	-1.20154270622161	0.891411892576384	20.3299608282761	0.671039090602498	5.1035353223235	1.67889230631019	9.1890628115078	-9.59233841001643	-17.3481965243957	24.3406363678657	-2.61827812791761	-16.9383877939795	-4.25832516378983	-0.944800414611871
HG03697	1	STU	Sri Lankan Tamil in the UK	SAS	85.7600195708728	17.6782940443536	108.431689449046	45.47793356112	2.69779260210053	-0.381787105433568	2.12393638698479	-1.42355815447307	27.6284751836662	2.22120888657797	-0.273784255252305	-2.73279399735148	5.54040785499429	-7.62886502425865	-9.97941039061671	16.6334427987567	2.62429925263535	-11.713121109445	6.78097903842292	0.359845565795286
HG03698	2	STU	Sri Lankan Tamil in the UK	SAS	86.6489079031351	18.6529452749186	105.959986462991	45.9517293417548	0.100232103477147	0.0188043096228146	1.34693290642306	-0.759547501312977	20.0771291235202	2.24305219209227	-0.58737676330247	-2.53229919818612	6.66983011155324	-2.27779938924479	-11.1238187284843	15.8150259566022	-5.24205394019686	-6.16749053791454	5.733129090211	3.88333541857565
HG03702	1	PJL	Punjabi in Lahore,Pakistan	SAS	88.7989698498387	27.4644978152961	97.9881833747581	42.1616383026699	-3.05322210818644	-0.453096897388412	2.75380228782141	-0.513083936947486	9.12603602576506	1.41067258257268	-1.73951612188609	-1.55423791069559	-0.865906154125155	1.54947861779174	3.01132734974189	8.64006054951115	1.56802666870898	7.02879892294707	2.83197042263476	2.67058228123167
HG03703	2	PJL	Punjabi in Lahore,Pakistan	SAS	89.7406448859265	31.0511104739563	94.2747096326567	40.961876808855	-5.28805442677867	1.3404365929456	-0.561112261020496	-0.0339981286339286	8.93160072954755	1.47156595773103	3.69024375886949	-2.7342865841452	-9.41670016476362	-1.01072723036728	-3.68479207063544	5.17767319005023	1.06228755066889	0.422901762972147	-2.44771954175848	-0.66489086554044
HG03705	1	PJL	Punjabi in Lahore,Pakistan	SAS	88.9733660702966	21.7506678549882	101.938871321258	41.9717503203168	-3.15616620858817	-1.50976544077007	-0.506174056634026	1.25001958654936	38.3784850787745	-6.16239800565405	12.3166565207034	-14.464932898494	-85.8801841322785	-20.6920260233111	29.0634212768595	-85.0274270688396	4.56013365583255	-4.89447971680149	0.785439444853825	-6.00243805517889
HG03706	2	PJL	Punjabi in Lahore,Pakistan	SAS	88.2329582369104	26.9211652929985	99.7261027634398	42.0172304254797	-4.83783858230113	0.0270709528720794	0.829956786446122	-1.05843083746993	42.3291589800246	-5.14165272608171	9.1357275699895	-14.6873985183817	-82.1315106714172	-16.5909493883723	21.8716556723885	-73.5763992030545	5.66427803734284	0.764365993570765	2.31106779287839	-2.16001933418394
HG03708	1	PJL	Punjabi in Lahore,Pakistan	SAS	91.1068129651697	38.8712356575786	85.0270227917656	34.4225732892039	-0.729107554686753	-1.0614995381659	-0.657344098193967	1.33305839741373	5.19106725141255	-0.46886090248827	1.80818259542654	-6.4029643056753	2.73620956513485	-5.25539337699886	-4.34898416762489	9.90525042797972	-1.13131909924262	13.0223888709442	-10.0965486943164	-9.51401415808447
HG03709	2	PJL	Punjabi in Lahore,Pakistan	SAS	89.480364926743	26.8474028972207	94.3905883952451	38.46799437858	-5.65610465558706	0.185599147504031	-2.09348060131475	-1.77410969072672	10.9574161285688	-1.99985636143265	5.14268552381895	-5.7605067814708	-7.36565216371355	-3.004201213363	2.38007070803605	2.6609236889046	0.470486703655556	5.25757505495615	-5.11472044639996	0.32824822757859
HG03711	1	STU	Sri Lankan Tamil in the UK	SAS	86.1951068254191	22.0002875060612	110.337293524569	47.4631233989987	-1.14939452310392	0.872952860582164	-0.253090136696223	-0.00057812197698822	21.906039566685	0.712837100090526	-0.733418911617673	-0.51105934256559	17.1415328756522	-6.61491559622466	-10.1517344654182	27.6970547676124	-1.74142487327344	-17.5132307451125	-1.31870792016521	3.39873261089206
HG03713	1	ITU	Indian Telugu in the UK	SAS	87.4098439092471	37.4445285792285	91.1995154834857	37.1203687086262	-3.45272176726696	-0.742495702090261	3.96676815731417	0.454978249158845	17.419600193469	2.45336536663719	3.43515166303982	0.124741787022449	2.18528945939512	0.48650379402498	-2.84265321295578	10.1284927817045	0.519065007078643	8.81953118322154	-6.01751137392661	-3.14537671079756
HG03714	2	ITU	Indian Telugu in the UK	SAS	86.8111518293708	39.2264109329938	90.5426978903185	35.9953329376056	-1.6619733524622	-0.37632056366041	-2.0638425935979	1.41091035833154	10.6323844025102	-1.87820492186023	4.60415841598034	-4.28529384210784	2.7363712324714	-1.15239068090725	2.65186362556951	8.89200239930807	-1.07965428848815	12.3407498866453	0.250153600996549	-6.36527614804822
HG03716	1	ITU	Indian Telugu in the UK	SAS	89.1130700967719	40.8071556084338	91.5322280546491	40.2276534080114	-3.73631299954814	-1.12404263843027	0.285860684738508	0.419634370513906	9.99647792939502	-1.40314574705212	2.72930989635632	1.95437934094115	8.44720954394741	-8.5507455029407	-7.95149334933478	9.78930857164339	1.38993594433141	3.25006948070907	-7.6581097997573	-6.98600732830852
HG03717	2	ITU	Indian Telugu in the UK	SAS	87.6656409631668	15.7409996113278	120.794247958186	55.0944977481408	3.51150590638008	-0.0746340505580316	-1.8176266320086	0.106552207441883	16.1374396099431	6.18913348106985	-19.036848892211	13.4751699918929	86.2777950936319	95.5536309762203	41.7355479801491	-75.0128988936993	3.81152625662337	19.632206289445	-5.11773792355669	-1.56747823361339
HG03718	1	ITU	Indian Telugu in the UK	SAS	87.8294020560888	12.5493262038705	120.819382487308	55.4008518044979	-0.593928121707231	-0.782582861459599	0.44238370339229	-1.26434828507046	21.8816671131094	7.45465936874593	-19.8420182435141	13.7863330354128	81.8290469940134	95.3954950120634	47.3817645379089	-79.6842285397094	3.00452697617292	18.9732888403372	-1.22029587431658	0.461008725916408
HG03720	1	ITU	Indian Telugu in the UK	SAS	88.5155405106102	13.284282316309	109.214796112952	47.6167761773582	-0.238920916796771	-0.565668013404091	0.437747718542133	0.665966385876236	20.1566634765157	3.16496488218056	-6.40526486428528	1.41652031177285	8.97777429089937	4.83116428662055	-3.0906907218622	10.2700874056715	0.187923936875909	-8.94853962559739	6.09773460734282	5.99432759425565
HG03722	2	ITU	Indian Telugu in the UK	SAS	86.4384801344818	12.1411247339682	116.637776534915	50.9453168786765	-1.09304691727977	0.592766006931154	-1.19380697875597	-1.60248114910188	19.3903186826979	2.28737921024109	3.02302658975469	2.10411376613207	8.04407709996387	11.062321658128	2.92328180030387	5.04599960163503	-2.96006833065475	-9.56604223543559	12.4581959237236	-0.351968426535384
HG03727	1	ITU	Indian Telugu in the UK	SAS	86.5631694387741	24.7078106277051	106.627060905102	45.7032384548588	6.36420207041003	0.514846114785635	3.12837287030263	0.050901336219261	16.8364656178207	0.360121355364315	2.34718173810995	0.617029386012064	8.05498601768398	-6.00267233333048	-9.12402295784351	12.6148415472695	-0.220775381420033	1.85594707113823	-2.31031011253072	-3.14621697587801
HG03729	1	ITU	Indian Telugu in the UK	SAS	88.4867053419573	24.4007567312998	111.740742993326	47.730941347787	3.43091791161754	0.620542847385867	1.13294171476863	-0.118492205561113	19.3818557436427	0.778548854871438	0.75574070088052	2.35760597667862	19.918384981338	-4.57873057361267	-1.67491325325471	14.8030186878795	0.990491123800446	-0.469381502938186	2.22821959474147	-0.514638330326784
HG03730	2	ITU	Indian Telugu in the UK	SAS	85.1937681474812	0.260808271737512	117.679212045148	54.1788914062011	-0.174929512369726	-2.91437173336119	1.76460111031716	0.90846873161346	25.6366188109869	0.831839632866902	-2.85378691908763	5.13461273111128	-2.196753020313	7.09731373453277	-0.772300964503444	6.16975743484785	-5.77295152564363	-22.2972999492098	10.0357502459157	8.77966713401556
HG03731	2	ITU	Indian Telugu in the UK	SAS	86.2389101552591	26.7630962099731	107.889801616248	44.8863329703012	2.5943726690195	-1.54550783906831	0.0289378548011499	0.632935378515344	16.6736517422474	-3.33286358252982	3.05549179578708	3.04105061444159	18.0581244839682	-7.45813081478996	-6.88205031020993	20.6260648666053	5.8995380618863	-2.39693882830245	-7.30671433228949	-1.10745078687022
HG03733	2	STU	Sri Lankan Tamil in the UK	SAS	85.5990869982114	16.446166493169	113.597468609223	49.3520222306019	2.31840395828411	0.178201724147996	3.07463721387564	-0.967687030624816	28.8809801763618	-2.88666769835237	1.75466339674776	-0.766524302234653	9.09152579415135	-5.60285804011394	-9.68147228140829	25.9561042366121	-4.37895240194406	-22.709802080138	20.9928688375896	9.01409007488742
HG03736	2	STU	Sri Lankan Tamil in the UK	SAS	86.8799182519525	15.6748280521535	108.545979587165	47.0029326188908	2.40199266134422	1.99562874082061	2.98717420053384	0.0385228846511354	21.7649414767022	-0.546919892275837	3.15757783700106	0.555317568757259	6.73927521476985	-2.61590987395188	-8.34163204493293	15.9419895494874	-3.54034065487481	-10.9106131686193	2.60460584447013	1.85115193240352
HG03738	1	STU	Sri Lankan Tamil in the UK	SAS	86.8203877125921	22.6727271291767	108.814132843382	47.2626333403742	-0.415634808793035	-0.308251513534317	1.4769247443177	-0.940740815488557	23.9645477951317	-2.81616428265558	4.47191906589814	2.62442398095773	5.90271106710654	-9.3658651328721	-17.2620040002614	29.601504773402	-3.39110318567825	-7.44548283976527	3.6971913371216	-4.80537081073448
HG03740	1	STU	Sri Lankan Tamil in the UK	SAS	86.2727469197028	14.4826421343013	113.723780077228	50.5222404209713	-2.11105017732937	0.288785010245392	0.710102751773135	0.86206436923199	21.644378836302	1.92932908861038	-5.6591909197857	0.635546159145572	5.27374850475754	1.68737976335351	-10.7796786991104	15.4095913576867	-2.48474792381971	-16.7007999907097	10.0844334312222	6.35884419090952
HG03741	2	STU	Sri Lankan Tamil in the UK	SAS	86.863483599814	11.5367446470655	112.090349873709	45.9597739313891	-1.11524050775656	0.209370484458369	0.947323475480996	2.85683950747942	24.0532014641594	0.836256530293175	-4.16005564328651	0.921009458469167	8.55125574913742	-1.02306805868245	-5.0751239681504	16.3401357033775	-1.50649294495671	-13.0181064369032	5.27350157096952	2.47510417723286
HG03742	1	ITU	Indian Telugu in the UK	SAS	88.6939517051149	14.923497272803	110.433366115303	46.603145541288	1.27349254592347	-0.706427566781239	0.437083884413847	-1.20656845893686	20.2576719423745	-0.948545079231253	-1.15057284135715	1.16397085209586	11.4078183758517	8.6204741388143	-1.61732647911712	5.98309037044987	1.80317635609943	-7.00952276358538	3.42669428975836	1.89171856255787
HG03743	1	STU	Sri Lankan Tamil in the UK	SAS	87.8386204027318	-5.32159638647391	119.640062023484	53.643967844358	3.00784876435637	0.764325634482326	1.49227356360854	-0.0990738549896015	30.7119418947138	2.91875540290673	-4.15915511353253	-1.32866669413772	-0.184328638825904	5.5304399555576	-5.48441373041451	4.15220439265453	-1.66426857764755	-23.8125136993158	20.0974835101155	11.6987575418016
HG03744	1	STU	Sri Lankan Tamil in the UK	SAS	87.7467204936176	12.8930668192455	108.195577058602	46.8451643540654	2.68447859780401	0.577109944673933	4.03727012665226	-0.858184702878447	21.7850472132951	2.10145397112257	2.72675099916551	5.59392962540077	7.50360270231596	-4.55432236129378	-2.29189369972604	15.3394407462786	-3.04392762887029	-12.6929645137267	6.61944752084664	3.26381795362886
HG03745	1	STU	Sri Lankan Tamil in the UK	SAS	86.6230709954811	18.9867026645266	108.103138585197	49.1533182481379	3.95752869206066	-0.583394181983251	3.37741708510013	0.802071060845004	21.033417553074	3.61872085309508	1.72606094630298	3.31472576292592	9.00175781024844	-6.5799754950587	-10.4682574692358	19.1562419053802	-1.62824846779091	-10.6808670956865	9.53179309269052	2.71191708420668
HG03746	1	STU	Sri Lankan Tamil in the UK	SAS	89.5262920171877	38.9349812790432	90.116543501886	37.738301883514	-3.76787423492282	-1.21510453265991	2.60747548147374	0.372490173476267	2.45225450037577	-2.87386638517835	6.6954856856747	-2.46553603861141	7.39146900676263	-6.98165600140569	-3.72293544286632	20.4813967486798	-0.289339001623546	7.36647200913795	-5.87212343236825	-0.0644400801112795
HG03750	1	STU	Sri Lankan Tamil in the UK	SAS	86.0466535547061	17.2745275893949	107.697830421403	46.2920205697147	3.81313516766474	-0.642050062307131	0.373752822814827	1.37478621904732	21.1496832657819	-1.36911702845204	5.76945650990761	0.793129030662187	5.51246025006581	-8.28301014196901	-10.6818566721204	20.8125465973062	-3.37117532731971	-8.83593784947834	5.92565893290751	1.04013376711003
HG03752	2	STU	Sri Lankan Tamil in the UK	SAS	86.1748050137044	21.2839168726643	106.787907552257	47.3488573676065	-0.50208986273789	2.23353434279588	3.44574383248002	-0.219148276848448	14.120813380913	-0.405321648533499	1.27798761489831	3.70945164445844	12.3003249534119	-4.94195630880905	-12.4913214074585	27.1024749513574	-3.60516966549669	-10.1521540891243	6.08049961677786	2.49575778887986
HG03753	1	STU	Sri Lankan Tamil in the UK	SAS	85.4868264168	15.9626612806824	109.100690228395	46.9685085245129	5.33593593900573	-0.478391267796566	3.73016664726441	-1.84826915953826	24.0123941337968	-1.97750051990071	1.73968276941711	0.235213370326589	2.69888089748923	-8.14870146557765	-13.9975070295996	15.5062296112182	-1.11683463436237	-9.20229957946193	5.13012490765054	3.38122980328966
HG03755	1	STU	Sri Lankan Tamil in the UK	SAS	86.699395687456	16.1590356048846	110.199815177214	47.1653292101098	3.3792078982886	-1.39184932800986	1.5327360327063	1.31153465231942	27.3548974747578	-4.98917933475705	3.00466487206941	2.482872368689	7.71007686129787	0.683896657306753	-2.57654144242849	19.8726807311532	-4.10041135435721	-0.589083940283436	3.7103845243812	1.86045109850107
HG03756	2	STU	Sri Lankan Tamil in the UK	SAS	86.5050061083729	21.5093443490285	108.431321359613	46.9514959158066	5.39009447822761	-0.638286294876215	3.88799566450012	0.194078440091272	24.1378233781957	0.474807405164777	6.51967152749782	2.95319599873414	11.2605120304796	-8.26794540316182	-5.67910175643905	19.026785026637	-4.02937043892689	-3.48650716877022	3.57992393522274	-0.687672698259283
HG03757	2	STU	Sri Lankan Tamil in the UK	SAS	87.2240536306775	2.30787052914159	118.897180938588	52.5368934183138	-1.14653572489923	-0.999862279646493	1.00743562944699	0.608991854227025	26.3175218135315	1.41375498257422	-5.71110080788587	5.55156747995853	-0.821632845012939	3.81274655129815	-7.54602934987918	11.5538879819251	0.774103220875678	-23.3127140021087	11.984583345583	6.750940634089
HG03760	2	STU	Sri Lankan Tamil in the UK	SAS	88.1278142399575	16.7729741951711	110.175005419514	45.7552513751021	3.39324077144908	-0.322782670145098	0.965083855101399	-1.04696188726456	19.5328216353333	4.13157019550632	-1.95309894396429	3.38700204994087	4.30456970637553	-4.59583865830096	-6.00378600718572	23.077595437807	-0.681549586320686	-10.1890742546266	4.50886764981218	2.17500856983432
HG03762	2	PJL	Punjabi in Lahore,Pakistan	SAS	86.9241810882043	21.3410362951543	101.372529734592	42.332312399484	0.470045711131816	-0.746441113483081	1.95613743410635	-0.479405568229762	15.4038940692866	-0.0713159823775441	0.360473720066455	-2.41254185384346	0.847771927749938	-8.30273957019255	-3.9996005027411	6.98985673984025	-2.0943817935112	-5.93326568618805	5.15584841694743	1.9535121153489
HG03765	2	PJL	Punjabi in Lahore,Pakistan	SAS	89.5138379577428	48.5918302867598	79.9514015191734	26.7933217165059	-1.06303682039886	-0.837715451310213	-1.27567154020747	0.271227487050116	-4.55936997969346	-1.74249340157389	7.66529933272955	-2.20208228747082	6.99902644454534	-11.4418511849052	1.60323118669686	11.4932269478293	5.05544710589595	24.6152934263187	-12.5480496353454	-9.27141984271823
HG03767	1	PJL	Punjabi in Lahore,Pakistan	SAS	89.4955157630771	69.9383277302807	65.2830704517305	20.5881099226536	4.35502698836882	0.419375246392036	3.72092241665253	-3.0655533445674	-6.21133175944265	-6.99755006393004	12.2462000466487	-8.80775592002946	13.7681973737989	-26.7832665435973	1.53647534146001	14.0103104005171	4.4556427227209	42.5452911160252	-29.4967549038291	-19.6059757728024
HG03770	2	ITU	Indian Telugu in the UK	SAS	85.832114723418	4.36112661087582	107.842210521717	43.6863850639066	0.942526360241222	0.894970270850129	1.01226337333176	0.206243510585614	20.9638061907551	-1.30498834692373	-1.94118701163827	1.80386248708273	5.4628793060622	7.28025880204488	-8.63751976016301	8.39514820053789	-4.98988132253054	-9.44113412783257	13.1099166037589	5.24348012429347
